"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
499318756,"5",643367,"LOC643367","POM121 membrane glycoprotein (rat) pseudogene"
499318757,"5",728526,"LOC728526","POM121 membrane glycoprotein (rat) pseudogene"
499318758,"5",105379021,"LOC105379021","uncharacterized LOC105379021"
499318759,"5",653238,"GTF2H2B","general transcription factor IIH, polypeptide 2B (pseudogene)"
499318760,"5",728535,"LOC728535","NLR family, apoptosis inhibitory protein pseudogene"
499318761,"5",11042,"SMA5","glucuronidase, beta pseudogene"
499318762,"5",441081,"LOC441081","POM121 membrane glycoprotein (rat) pseudogene"
499318763,"5",340089,"LOC340089","POM121 membrane glycoprotein (rat) pseudogene"
499318764,"5",728540,"LOC728540","POM121 membrane glycoprotein (rat) pseudogene"
499318765,"5",105379020,"LOC105379020","uncharacterized LOC105379020"
499318766,"5",102724292,"LOC102724292","uncharacterized LOC102724292"
499318767,"5",105379019,"LOC105379019","uncharacterized LOC105379019"
499318768,"5",101929599,"LOC101929599","putative POM121-like protein 1-like"
499318769,"5",653080,"LOC653080","glucuronidase, beta pseudogene"
499318770,"5",105379018,"LOC105379018","uncharacterized LOC105379018"
499318771,"5",102724275,"LOC102724275","uncharacterized LOC102724275"
499318772,"5",100093625,"CDH12P1","cadherin 12 (N-cadherin 2) pseudogene 1"
499318773,"5",8293,"SERF1A","small EDRK-rich factor 1A (telomeric)"
499318774,"5",6606,"SMN1","survival of motor neuron 1, telomeric"
499318775,"5",105379017,"LOC105379017","uncharacterized LOC105379017"
499318776,"5",4671,"NAIP","NLR family, apoptosis inhibitory protein"
499318777,"5",2966,"GTF2H2","general transcription factor IIH, polypeptide 2, 44kDa"
499318778,"5",647859,"LOC647859","occludin pseudogene"
499318779,"5",653406,"LOC653406","NLR family, apoptosis inhibitory protein pseudogene"
499318780,"5",100093626,"CDH12P4","cadherin 12 (N-cadherin 2) pseudogene 4"
499318781,"5",728452,"LOC728452","POM121 membrane glycoprotein (rat) pseudogene"
499318782,"5",100049076,"GUSBP9","glucuronidase, beta pseudogene 9"
499318783,"5",728575,"LOC728575","POM121 membrane glycoprotein (rat) pseudogene"
499318784,"5",105379016,"LOC105379016","uncharacterized LOC105379016"
499318785,"5",102724392,"LOC102724392","uncharacterized LOC102724392"
499318786,"5",105379026,"LOC105379026","uncharacterized LOC105379026"
499318787,"5",105379025,"LOC105379025","uncharacterized LOC105379025"
499318788,"5",5370,"PMCHL2","pro-melanin-concentrating hormone-like 2, pseudogene"
499318789,"5",55814,"BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
499318790,"5",100419852,"LOC100419852","sterol carrier protein 2 pseudogene"
499318791,"5",64087,"MCCC2","methylcrotonoyl-CoA carboxylase 2 (beta)"
499318792,"5",9607,"CARTPT","CART prepropeptide"
499318793,"5",105379027,"LOC105379027","uncharacterized LOC105379027"
499318794,"5",100422013,"LOC100422013","catenin (cadherin-associated protein), beta 1, 88kDa pseudogene"
499318795,"5",105379028,"LOC105379028","uncharacterized LOC105379028"
499318796,"5",4131,"MAP1B","microtubule-associated protein 1B"
499318797,"5",100616377,"MIR4803","microRNA 4803"
499318798,"5",23107,"MRPS27","mitochondrial ribosomal protein S27"
499318799,"5",79810,"PTCD2","pentatricopeptide repeat domain 2"
499318800,"5",644154,"RPL10AP8","ribosomal protein L10a pseudogene 8"
499318801,"5",100861569,"YBX1P5","Y box binding protein 1 pseudogene 5"
499318802,"5",167465,"ZNF366","zinc finger protein 366"
499318803,"5",102503427,"LOC102503427","uncharacterized LOC102503427"
499318804,"5",102477328,"LOC102477328","uncharacterized LOC102477328"
499318805,"5",728620,"RPL7P22","ribosomal protein L7 pseudogene 22"
499318806,"5",3842,"TNPO1","transportin 1"
499318807,"5",100616152,"MIR4804","microRNA 4804"
499318808,"5",100131945,"RPL35AP13","ribosomal protein L35a pseudogene 13"
499318809,"5",115548,"FCHO2","FCH domain only 2"
499318810,"5",100420515,"LOC100420515","CTD nuclear envelope phosphatase 1 pseudogene"
499318811,"5",728549,"LOC728549","calcium binding protein P22 pseudogene"
499318812,"5",105379029,"LOC105379029","uncharacterized LOC105379029"
499318813,"5",134285,"TMEM171","transmembrane protein 171"
499318814,"5",105379030,"LOC105379030","uncharacterized LOC105379030"
499318815,"5",101060067,"LOC101060067","101060067"
499318816,"5",134288,"TMEM174","transmembrane protein 174"
499318817,"5",340090,"LOC340090","uncharacterized LOC340090"
499318818,"5",105379031,"LOC105379031","uncharacterized LOC105379031"
499318819,"5",105379032,"LOC105379032","uncharacterized LOC105379032"
499318820,"5",105379033,"LOC105379033","uncharacterized LOC105379033"
499318821,"5",2297,"FOXD1","forkhead box D1"
499318822,"5",104355294,"LINC01386","long intergenic non-protein coding RNA 1386"
499318823,"5",689,"BTF3","basic transcription factor 3"
499318824,"5",220793,"FUNDC2P1","FUN14 domain containing 2 pseudogene 1"
499318825,"5",57763,"ANKRA2","ankyrin repeat, family A (RFXANK-like), 2"
499318826,"5",84135,"UTP15","UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)"
499318827,"5",64283,"ARHGEF28","Rho guanine nucleotide exchange factor (GEF) 28"
499318828,"5",102725145,"LOC102725145","uncharacterized LOC102725145"
499318829,"5",105379034,"LOC105379034","uncharacterized LOC105379034"
499318830,"5",105379036,"LOC105379036","uncharacterized LOC105379036"
499318831,"5",105379035,"LOC105379035","uncharacterized LOC105379035"
499318832,"5",105379037,"LOC105379037","uncharacterized LOC105379037"
499318833,"5",102503429,"LINC01335","long intergenic non-protein coding RNA 1335"
499318834,"5",101929082,"LINC01333","long intergenic non-protein coding RNA 1333"
499318835,"5",104310351,"LINC01331","long intergenic non-protein coding RNA 1331"
499318836,"5",8507,"ENC1","ectodermal-neural cortex 1 (with BTB domain)"
499318837,"5",3074,"HEXB","hexosaminidase B (beta polypeptide)"
499318838,"5",105379038,"LOC105379038","uncharacterized LOC105379038"
499318839,"5",84340,"GFM2","G elongation factor, mitochondrial 2"
499318840,"5",10412,"NSA2","NSA2 ribosome biogenesis homolog (S. cerevisiae)"
499318841,"5",26049,"FAM169A","family with sequence similarity 169, member A"
499318842,"5",260421,"LOC260421","actin related protein 2/3 complex subunit 1A pseudogene"
499318843,"5",441086,"LOC441086","uncharacterized LOC441086"
499318844,"5",105379039,"LOC105379039","uncharacterized LOC105379039"
499318845,"5",100131411,"LOC100131411","zinc finger protein 28 pseudogene"
499318846,"5",644499,"RPL39P21","ribosomal protein L39 pseudogene 21"
499318847,"5",105379040,"LOC105379040","uncharacterized LOC105379040"
499318848,"5",100271300,"RPL27AP5","ribosomal protein L27a pseudogene 5"
499318849,"5",51301,"GCNT4","glucosaminyl (N-acetyl) transferase 4, core 2"
499318850,"5",104326191,"LINC01336","long intergenic non-protein coding RNA 1336"
499318851,"5",256006,"ANKRD31","ankyrin repeat domain 31"
499318852,"5",100526738,"SUMO2P5","SUMO2 pseudogene 5"
499318853,"5",3156,"HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase"
499318854,"5",10087,"COL4A3BP","collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"
499318855,"5",100271109,"RPS26P26","ribosomal protein S26 pseudogene 26"
499318856,"5",51426,"POLK","polymerase (DNA directed) kappa"
499318857,"5",728780,"ANKDD1B","ankyrin repeat and death domain containing 1B"
499318858,"5",134359,"POC5","POC5 centriolar protein"
499318859,"5",441087,"LOC441087","uncharacterized LOC441087"
499318860,"5",100133074,"SLC25A5P9","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 9"
499318861,"5",391798,"LOC391798","karyopherin alpha 7 (importin alpha 8) pseudogene"
499318862,"5",644601,"BIN2P2","bridging integrator 2 pseudogene 2"
499318863,"5",100996384,"LOC100996384","100996384"
499318864,"5",100132039,"LOC100132039","spermine synthase pseudogene"
499318865,"5",105379041,"LOC105379041","uncharacterized LOC105379041"
499318866,"5",22987,"SV2C","synaptic vesicle glycoprotein 2C"
499318867,"5",100873448,"RNA5SP186","RNA, 5S ribosomal pseudogene 186"
499318868,"5",643752,"RAP1BL","RAP1B, member of RAS oncogene family pseudogene"
499318869,"5",643744,"HMGN2P4","high mobility group nucleosomal binding domain 2 pseudogene 4"
499318870,"5",100527947,"PDCD5P2","programmed cell death 5 pseudogene 2"
499318871,"5",105379042,"LOC105379042","uncharacterized LOC105379042"
499318872,"5",100129566,"SNRPCP2","small nuclear ribonucleoprotein polypeptide C pseudogene 2"
499318873,"5",10788,"IQGAP2","IQ motif containing GTPase activating protein 2"
499318874,"5",101060043,"LOC101060043","sulfiredoxin 1 pseudogene"
499318875,"5",101929109,"LOC101929109","uncharacterized LOC101929109"
499318876,"5",2151,"F2RL2","coagulation factor II (thrombin) receptor-like 2"
499318877,"5",100302746,"NCRUPAR","non-protein coding RNA, upstream of F2R/PAR1"
499318878,"5",2149,"F2R","coagulation factor II (thrombin) receptor"
499318879,"5",2150,"F2RL1","coagulation factor II (thrombin) receptor-like 1"
499318880,"5",170591,"S100Z","S100 calcium binding protein Z"
499318881,"5",1393,"CRHBP","corticotropin releasing hormone binding protein"
499318882,"5",105379043,"LOC105379043","uncharacterized LOC105379043"
499318883,"5",55109,"AGGF1","angiogenic factor with G patch and FHA domains 1"
499318884,"5",84327,"ZBED3","zinc finger, BED-type containing 3"
499318885,"5",677828,"SNORA47","small nucleolar RNA, H/ACA box 47"
499318886,"5",728723,"ZBED3-AS1","ZBED3 antisense RNA 1"
499318887,"5",105379044,"LOC105379044","uncharacterized LOC105379044"
499318888,"5",100419950,"HMGB1P35","high mobility group box 1 pseudogene 35"
499318889,"5",8622,"PDE8B","phosphodiesterase 8B"
499318890,"5",541,"ALDH7A1P1","aldehyde dehydrogenase 7 family, member A1 pseudogene 1"
499318891,"5",55255,"WDR41","WD repeat domain 41"
499318892,"5",100270912,"RPS2P24","ribosomal protein S2 pseudogene 24"
499318893,"5",648000,"RPL7P23","ribosomal protein L7 pseudogene 23"
499318894,"5",23440,"OTP","orthopedia homeobox"
499318895,"5",6902,"TBCA","tubulin folding cofactor A"
499318896,"5",105379045,"LOC105379045","uncharacterized LOC105379045"
499318897,"5",62,"ACTBP2","actin, beta pseudogene 2"
499318898,"5",101929154,"LOC101929154","uncharacterized LOC101929154"
499318899,"5",8546,"AP3B1","adaptor-related protein complex 3, beta 1 subunit"
499318900,"5",100189444,"TRQ-TTG7-1","transfer RNA-Gln (TTG) 7-1"
499318901,"5",100422441,"LOC100422441","heat shock protein 90kDa alpha (cytosolic), class B member 1 pseudogene"
499318902,"5",100462732,"ATP6V1G1P6","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 6"
499318903,"5",728769,"SCAMP1-AS1","SCAMP1 antisense RNA 1"
499318904,"5",9522,"SCAMP1","secretory carrier membrane protein 1"
499318905,"5",10184,"LHFPL2","lipoma HMGIC fusion partner-like 2"
499318906,"5",100419947,"HMGB1P21","high mobility group box 1 pseudogene 21"
499318907,"5",101929682,"LOC101929682","101929682"
499318908,"5",411,"ARSB","arylsulfatase B"
499318909,"5",29958,"DMGDH","dimethylglycine dehydrogenase"
499318910,"5",100505796,"LOC100505796","IMPACT pseudogene"
499318911,"5",23743,"BHMT2","betaine--homocysteine S-methyltransferase 2"
499318912,"5",635,"BHMT","betaine--homocysteine S-methyltransferase"
499318913,"5",133746,"JMY","junction mediating and regulatory protein, p53 cofactor"
499318914,"5",643932,"RPS3AP20","ribosomal protein S3a pseudogene 20"
499318915,"5",102724530,"LOC102724530","uncharacterized LOC102724530"
499318916,"5",101929201,"LOC101929201","uncharacterized LOC101929201"
499318917,"5",9456,"HOMER1","homer homolog 1 (Drosophila)"
499318918,"5",728820,"RPL29P15","ribosomal protein L29 pseudogene 15"
499318919,"5",105379046,"LOC105379046","serine/arginine repetitive matrix protein 1-like"
499318920,"5",133748,"RPL7AP32","ribosomal protein L7a pseudogene 32"
499318921,"5",105379047,"LOC105379047","uncharacterized LOC105379047"
499318922,"5",167153,"PAPD4","PAP associated domain containing 4"
499318923,"5",202333,"CMYA5","cardiomyopathy associated 5"
499318924,"5",102724557,"LOC102724557","uncharacterized LOC102724557"
499318925,"5",105379048,"LOC105379048","uncharacterized LOC105379048"
499318926,"5",345778,"MTX3","metaxin 3"
499318927,"5",7060,"THBS4","thrombospondin 4"
499318928,"5",100500934,"LOC100500934","ring-box 1, E3 ubiquitin protein ligase pseudogene"
499318929,"5",101929215,"CTD-2201I18.1","uncharacterized LOC101929215"
499318930,"5",256987,"SERINC5","serine incorporator 5"
499318931,"5",391803,"KRT18P45","keratin 18 pseudogene 45"
499318932,"5",644936,"LOC644936","actin, beta pseudogene"
499318933,"5",100131160,"RPL39P20","ribosomal protein L39 pseudogene 20"
499318934,"5",84654,"SPZ1","spermatogenic leucine zipper 1"
499318935,"5",391804,"RBMX2P5","RNA binding motif protein, X-linked 2 pseudogene 5"
499318936,"5",441089,"CRSP8P","mediator complex subunit 27 pseudogene"
499318937,"5",644037,"HNRNPA1P12","heterogeneous nuclear ribonucleoprotein A1 pseudogene 12"
499318938,"5",9765,"ZFYVE16","zinc finger, FYVE domain containing 16"
499318939,"5",105379049,"LOC105379049","uncharacterized LOC105379049"
499318940,"5",167555,"FAM151B","family with sequence similarity 151, member B"
499318941,"5",100271376,"RPS27AP9","ribosomal protein S27a pseudogene 9"
499318942,"5",100127893,"RPL7P24","ribosomal protein L7 pseudogene 24"
499318943,"5",340120,"ANKRD34B","ankyrin repeat domain 34B"
499318944,"5",1623,"DBIP2","diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) pseudogene 2"
499318945,"5",103689917,"LINC01337","long intergenic non-protein coding RNA 1337"
499318946,"5",1719,"DHFR","dihydrofolate reductase"
499318947,"5",100462981,"MTRNR2L2","MT-RNR2-like 2"
499318948,"5",4437,"MSH3","mutS homolog 3"
499318949,"5",101929242,"LOC101929242","101929242"
499318950,"5",100271237,"RPS26P27","ribosomal protein S26 pseudogene 27"
499318951,"5",102524628,"RASGRF2-AS1","RASGRF2 antisense RNA 1"
499318952,"5",5924,"RASGRF2","Ras protein-specific guanine nucleotide-releasing factor 2"
499318953,"5",1160,"CKMT2","creatine kinase, mitochondrial 2 (sarcomeric)"
499318954,"5",100131067,"CKMT2-AS1","CKMT2 antisense RNA 1"
499318955,"5",84240,"ZCCHC9","zinc finger, CCHC domain containing 9"
499318956,"5",134526,"ACOT12","acyl-CoA thioesterase 12"
499318957,"5",23635,"SSBP2","single-stranded DNA binding protein 2"
499318958,"5",153842,"SHFM1P1","split hand/foot malformation (ectrodactyly) type 1 pseudogene 1"
499318959,"5",83734,"ATG10","autophagy related 10"
499318960,"5",5483,"PPIAP11","peptidylprolyl isomerase A (cyclophilin A) pseudogene 11"
499318961,"5",6228,"RPS23","ribosomal protein S23"
499318962,"5",92270,"ATP6AP1L","ATPase, H+ transporting, lysosomal accessory protein 1-like"
499318963,"5",105379050,"LOC105379050","uncharacterized LOC105379050"
499318964,"5",100270837,"RPL5P16","ribosomal protein L5 pseudogene 16"
499318965,"5",100616297,"MIR3977","microRNA 3977"
499318966,"5",102546175,"LINC01338","long intergenic non-protein coding RNA 1338"
499318967,"5",105379051,"LOC105379051","uncharacterized LOC105379051"
499318968,"5",100127911,"ST13P12","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12"
499318969,"5",105379052,"LOC105379052","uncharacterized LOC105379052"
499318970,"5",153339,"TMEM167A","transmembrane protein 167A"
499318971,"5",677765,"SCARNA18","small Cajal body-specific RNA 18"
499318972,"5",7518,"XRCC4","X-ray repair complementing defective repair in Chinese hamster cells 4"
499318973,"5",100270927,"RPL13P9","ribosomal protein L13 pseudogene 9"
499318974,"5",100421072,"COQ10BP2","coenzyme Q10 homolog B pseudogene 2"
499318975,"5",105379053,"LOC105379053","uncharacterized LOC105379053"
499318976,"5",1462,"VCAN","versican"
499318977,"5",105379054,"LOC105379054","uncharacterized LOC105379054"
499318978,"5",1404,"HAPLN1","hyaluronan and proteoglycan link protein 1"
499318979,"5",105379055,"LOC105379055","uncharacterized LOC105379055"
499318980,"5",100271278,"RPL13AP14","ribosomal protein L13a pseudogene 14"
499318981,"5",100421623,"LOC100421623","zona pellucida glycoprotein 3 (sperm receptor) pseudogene"
499318982,"5",10085,"EDIL3","EGF-like repeats and discoidin I-like domains 3"
499318983,"5",105379058,"LOC105379058","uncharacterized LOC105379058"
499318984,"5",105379057,"LOC105379057","uncharacterized LOC105379057"
499318985,"5",105379056,"LOC105379056","uncharacterized LOC105379056"
499318986,"5",105379059,"LOC105379059","uncharacterized LOC105379059"
499318987,"5",105379060,"LOC105379060","uncharacterized LOC105379060"
499318988,"5",100289244,"LOC100289244","peptidylprolyl isomerase A (cyclophilin A) pseudogene"
499318989,"5",100820741,"RBBP4P6","retinoblastoma binding protein 4 pseudogene 6"
499318990,"5",101060076,"LOC101060076","101060076"
499318991,"5",101929321,"LOC101929321","uncharacterized LOC101929321"
499318992,"5",100270839,"RPL5P17","ribosomal protein L5 pseudogene 17"
499318993,"5",645181,"LOC645181","PDGFA associated protein 1 pseudogene"
499318994,"5",105379061,"LOC105379061","uncharacterized LOC105379061"
499318995,"5",100270913,"RPS2P25","ribosomal protein S2 pseudogene 25"
499318996,"5",105379062,"LOC105379062","uncharacterized LOC105379062"
499318997,"5",105379063,"LOC105379063","uncharacterized LOC105379063"
499318998,"5",100129564,"PTP4A1P4","protein tyrosine phosphatase type IVA, member 1 pseudogene 4"
499318999,"5",285622,"NBPF22P","neuroblastoma breakpoint family, member 22, pseudogene"
499319000,"5",105379064,"LOC105379064","uncharacterized LOC105379064"
499319001,"5",100421863,"LOC100421863","ash2 (absent, small, or homeotic)-like (Drosophila) pseudogene"
499319002,"5",1350,"COX7C","cytochrome c oxidase subunit VIIc"
499319003,"5",100500805,"MIR3607","microRNA 3607"
499319004,"5",100505878,"LOC100505878","uncharacterized LOC100505878"
499319005,"5",728979,"RPL10AP9","ribosomal protein L10a pseudogene 9"
499319006,"5",645261,"LOC645261","PP565"
499319007,"5",105379065,"LOC105379065","uncharacterized LOC105379065"
499319008,"5",100422887,"MIR4280","microRNA 4280"
499319009,"5",101929380,"LOC101929380","uncharacterized LOC101929380"
499319010,"5",55338,"LOC55338","uncharacterized LOC55338"
499319011,"5",5921,"RASA1","RAS p21 protein activator (GTPase activating protein) 1"
499319012,"5",644285,"LOC644285","uncharacterized LOC644285"
499319013,"5",105379068,"LOC105379068","uncharacterized LOC105379068"
499319014,"5",105379067,"LOC105379067","uncharacterized LOC105379067"
499319015,"5",902,"CCNH","cyclin H"
499319016,"5",105379066,"LOC105379066","uncharacterized LOC105379066"
499319017,"5",105379069,"LOC105379069","uncharacterized LOC105379069"
499319018,"5",105379070,"LOC105379070","uncharacterized LOC105379070"
499319019,"5",153396,"TMEM161B","transmembrane protein 161B"
499319020,"5",100505894,"TMEM161B-AS1","TMEM161B antisense RNA 1"
499319021,"5",100873449,"RNA5SP187","RNA, 5S ribosomal pseudogene 187"
499319022,"5",100130786,"RPS3AP22","ribosomal protein S3a pseudogene 22"
499319023,"5",102546226,"LOC102546226","uncharacterized LOC102546226"
499319024,"5",645323,"LINC00461","long intergenic non-protein coding RNA 461"
499319025,"5",407047,"MIR9-2","microRNA 9-2"
499319026,"5",105379071,"LOC105379071","uncharacterized LOC105379071"
499319027,"5",4208,"MEF2C","myocyte enhancer factor 2C"
499319028,"5",101929423,"MEF2C-AS1","MEF2C antisense RNA 1"
499319029,"5",105379072,"LOC105379072","uncharacterized LOC105379072"
499319030,"5",105379075,"LOC105379075","uncharacterized LOC105379075"
499319031,"5",105379074,"LOC105379074","uncharacterized LOC105379074"
499319032,"5",105379073,"LOC105379073","uncharacterized LOC105379073"
499319033,"5",105379076,"LOC105379076","uncharacterized LOC105379076"
499319034,"5",102724637,"LOC102724637","uncharacterized LOC102724637"
499319035,"5",100500825,"MIR3660","microRNA 3660"
499319036,"5",101929495,"LINC01339","long intergenic non-protein coding RNA 1339"
499319037,"5",1070,"CETN3","centrin, EF-hand protein, 3"
499319038,"5",731157,"LOC731157","uncharacterized LOC731157"
499319039,"5",153364,"MBLAC2","metallo-beta-lactamase domain containing 2"
499319040,"5",10622,"POLR3G","polymerase (RNA) III (DNA directed) polypeptide G (32kD)"
499319041,"5",116068,"LYSMD3","LysM, putative peptidoglycan-binding, domain containing 3"
499319042,"5",84059,"ADGRV1","G protein-coupled receptor 98"
499319043,"5",105379077,"LOC105379077","uncharacterized LOC105379077"
499319044,"5",100420909,"LOC100420909","transmembrane protein 251 pseudogene"
499319045,"5",729040,"LOC729040","uncharacterized LOC729040"
499319046,"5",100505994,"LUCAT1","lung cancer associated transcript 1 (non-protein coding)"
499319047,"5",133790,"RPS18P7","ribosomal protein S18 pseudogene 7"
499319048,"5",57561,"ARRDC3","arrestin domain containing 3"
499319049,"5",100129716,"ARRDC3-AS1","ARRDC3 antisense RNA 1"
499319050,"5",133789,"RAB5CP2","RAB5C, member RAS oncogene family pseudogene 2"
499319051,"5",105379078,"LOC105379078","uncharacterized LOC105379078"
499319052,"5",105379079,"LOC105379079","uncharacterized LOC105379079"
499319053,"5",100131236,"PCBP2P3","poly(rC) binding protein 2 pseudogene 3"
499319054,"5",105379081,"LOC105379081","uncharacterized LOC105379081"
499319055,"5",105379080,"LOC105379080","uncharacterized LOC105379080"
499319056,"5",105379082,"LOC105379082","uncharacterized LOC105379082"
499319057,"5",100129283,"LDHBP3","lactate dehydrogenase B pseudogene 3"
499319058,"5",100288772,"CCT7P2","chaperonin containing TCP1, subunit 7 (eta) pseudogene 2"
499319059,"5",105379083,"LOC105379083","uncharacterized LOC105379083"
499319060,"5",391811,"POLD2P1","polymerase (DNA directed), delta 2, accessory subunit pseudogene 1"
499319061,"5",441094,"NR2F1-AS1","NR2F1 antisense RNA 1"
499319062,"5",105379084,"LOC105379084","uncharacterized LOC105379084"
499319063,"5",7025,"NR2F1","nuclear receptor subfamily 2, group F, member 1"
499319064,"5",83989,"FAM172A","family with sequence similarity 172, member A"
499319065,"5",100313887,"MIR2277","microRNA 2277"
499319066,"5",105379088,"LOC105379088","uncharacterized LOC105379088"
499319067,"5",100422243,"NPM1P27","nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 27"
499319068,"5",134187,"POU5F2","POU domain class 5, transcription factor 2"
499319069,"5",105379087,"LOC105379087","uncharacterized LOC105379087"
499319070,"5",285600,"KIAA0825","KIAA0825"
499319071,"5",100873257,"MTND5P12","MT-ND5 pseudogene 12"
499319072,"5",105379086,"LOC105379086","uncharacterized LOC105379086"
499319073,"5",100533629,"LOC100533629","FAST kinase domains 1 pseudogene"
499319074,"5",84250,"ANKRD32","ankyrin repeat domain 32"
499319075,"5",79772,"MCTP1","multiple C2 domains, transmembrane 1"
499319076,"5",100270852,"RPL7P18","ribosomal protein L7 pseudogene 18"
499319077,"5",105379085,"LOC105379085","uncharacterized LOC105379085"
499319078,"5",105379089,"LOC105379089","uncharacterized LOC105379089"
499319079,"5",153643,"FAM81B","family with sequence similarity 81, member B"
499319080,"5",100420911,"LOC100420911","chromosome 14 open reading frame 166 pseudogene"
499319081,"5",9652,"TTC37","tetratricopeptide repeat domain 37"
499319082,"5",153642,"ARSK","arylsulfatase family, member K"
499319083,"5",285601,"GPR150","G protein-coupled receptor 150"
499319084,"5",317671,"RFESD","Rieske (Fe-S) domain containing"
499319085,"5",83890,"SPATA9","spermatogenesis associated 9"
499319086,"5",105379090,"LOC105379090","uncharacterized LOC105379090"
499319087,"5",22836,"RHOBTB3","Rho-related BTB domain containing 3"
499319088,"5",100359396,"HSPD1P11","heat shock 60kDa protein 1 (chaperonin) pseudogene 11"
499319089,"5",2745,"GLRX","glutaredoxin (thioltransferase)"
499319090,"5",100528061,"LOC100528061","gamma-glutamylcyclotransferase pseudogene"
499319091,"5",102724720,"LOC102724720","uncharacterized LOC102724720"
499319092,"5",202299,"LINC01554","long intergenic non-protein coding RNA 1554"
499319093,"5",105379091,"LOC105379091","uncharacterized LOC105379091"
499319094,"5",22936,"ELL2","elongation factor, RNA polymerase II, 2"
499319095,"5",101929710,"LOC101929710","uncharacterized LOC101929710"
499319096,"5",105379097,"LOC105379097","uncharacterized LOC105379097"
499319097,"5",100288964,"FABP5P5","fatty acid binding protein 5 pseudogene 5"
499319098,"5",105379096,"LOC105379096","uncharacterized LOC105379096"
499319099,"5",693168,"MIR583","microRNA 583"
499319100,"5",105379095,"LOC105379095","uncharacterized LOC105379095"
499319101,"5",5122,"PCSK1","proprotein convertase subtilisin/kexin type 1"
499319102,"5",102724070,"LOC102724070","102724070"
499319103,"5",831,"CAST","calpastatin"
499319104,"5",105379094,"LOC105379094","uncharacterized LOC105379094"
499319105,"5",51752,"ERAP1","endoplasmic reticulum aminopeptidase 1"
499319106,"5",102724748,"LOC102724748","uncharacterized LOC102724748"
499319107,"5",105379093,"LOC105379093","uncharacterized LOC105379093"
499319108,"5",105379092,"LOC105379092","uncharacterized LOC105379092"
499319109,"5",64167,"ERAP2","endoplasmic reticulum aminopeptidase 2"
499319110,"5",101929747,"LOC101929747","uncharacterized LOC101929747"
499319111,"5",4012,"LNPEP","leucyl/cystinyl aminopeptidase"
499319112,"5",100271086,"RPS20P16","ribosomal protein S20 pseudogene 16"
499319113,"5",642737,"SETP22","SET pseudogene 22"
499319114,"5",101926893,"LOC101926893","uncharacterized LOC101926893"
499319115,"5",167410,"LIX1","Lix1 homolog (chicken)"
499319116,"5",55781,"RIOK2","RIO kinase 2"
499319117,"5",402220,"YTHDF1P1","YTH domain family, member 1 pseudogene 1"
499319118,"5",100289037,"LOC100289037","NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) pseudogene"
499319119,"5",102546227,"LINC01340","long intergenic non-protein coding RNA 1340"
499319120,"5",391813,"LOC391813","zinc finger, DHHC-type containing 3 pseudogene"
499319121,"5",105379098,"LOC105379098","uncharacterized LOC105379098"
499319122,"5",100420130,"LOC100420130","RB1-inducible coiled-coil 1 pseudogene"
499319123,"5",257093,"PSME2P1","proteasome activator subunit 2 pseudogene 1"
499319124,"5",402221,"LOC402221","actin, beta pseudogene"
499319125,"5",100289133,"KRT8P32","keratin 8 pseudogene 32"
499319126,"5",359778,"MRPS35P2","mitochondrial ribosomal protein S35 pseudogene 2"
499319127,"5",642909,"CTBP2P4","C-terminal binding protein 2 pseudogene 4"
499319128,"5",402222,"DDX18P4","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene 4"
499319129,"5",285704,"RGMB","repulsive guidance molecule family member b"
499319130,"5",503569,"RGMB-AS1","RGMB antisense RNA 1"
499319131,"5",100526776,"CSNK1A1P3","casein kinase 1, alpha 1 pseudogene 3"
499319132,"5",105379099,"LOC105379099","uncharacterized LOC105379099"
499319133,"5",1105,"CHD1","chromodomain helicase DNA binding protein 1"
499319134,"5",100289230,"LOC100289230","uncharacterized LOC100289230"
499319135,"5",100133054,"RPS9P3","ribosomal protein S9 pseudogene 3"
499319136,"5",102724810,"LOC102724810","uncharacterized LOC102724810"
499319137,"5",100652833,"LOC100652833","putative POM121-like protein 1-like"
499319138,"5",441066,"GUSBP8","glucuronidase, beta pseudogene 8"
499319139,"5",102724855,"CTD-2151A2.1","uncharacterized LOC102724855"
499319140,"5",285706,"LOC285706","cytokine receptor-like factor 3 pseudogene"
499319141,"5",100421797,"EEF1A1P20","eukaryotic translation elongation factor 1 alpha 1 pseudogene 20"
499319142,"5",643031,"MTND5P10","MT-ND5 pseudogene 10"
499319143,"5",100289371,"LOC100289371","mitochondrially encoded cytochrome c oxidase III pseudogene"
499319144,"5",100287745,"MTATP6P2","mitochondrially encoded ATP synthase 6 pseudogene 2"
