source	source_desc	source_id	target	target_desc	target_id	weight
PLA2G1B	P04054	5319	protein complex assembly	GO:0072661	na	1.0
GBA	P04062	2629	movement of cell or subcellular component	GO:0072661	na	1.0
PROC	P04070	5624	ephrin receptor signaling pathway	GO:0072661	na	1.0
ALDOA	P04075	226	regulation of nitric-oxide synthase activity	GO:0072661	na	1.0
ANXA1	P04083	301	positive regulation of filopodium assembly	GO:0072661	na	1.0
PDGFA	P04085	5154	dendritic spine morphogenesis	GO:0072661	na	1.0
APOB	P04114	338	cAMP-mediated signaling	GO:0072661	na	1.0
CSF2	P04141	1437	cellular response to drug	GO:0072661	na	1.0
NR3C1	P04150	2908	establishment of endothelial barrier	GO:0072661	na	1.0
SOD2	P04179	6648	cellular response to transforming growth factor beta stimulus	GO:0072661	na	1.0
LCAT	P04180	3931	protein import into nucleus, translocation	GO:0072661	na	1.0
HRG	P04196	3273	protein autophosphorylation	GO:0072661	na	1.0
THY1	P04216	7070	microtubule cytoskeleton organization	GO:0072661	na	1.0
CD74	P04233	972	brain development	GO:0072661	na	1.0
KRT1	P04264	3848	translation	GO:0072661	na	1.0
SEMG1	P04279	6406	regulation of mitochondrion organization	GO:0072661	na	1.0
GAPDH	P04406	2597	positive regulation of protein secretion	GO:0072661	na	1.0
ERBB2	P04626	2064	protein homotetramerization	GO:0072661	na	1.0
WNT1	P04628	7471	positive regulation of mitochondrial fission	GO:0072661	na	1.0
NTRK1	P04629	4914	execution phase of apoptosis	GO:0072661	na	1.0
TP53	P04637	7157	positive regulation of intrinsic apoptotic signaling pathway	GO:0072661	na	1.0
HSPB1	P04792	3315	endocytosis	GO:0072661	na	1.0
CYP1A1	P04798	1543	epidermal growth factor receptor signaling pathway	GO:0072661	na	1.0
CYBB	P04839	1536	insulin receptor signaling pathway	GO:0072661	na	1.0
IFNW1	P05000	3467	platelet-derived growth factor receptor signaling pathway	GO:0072661	na	1.0
IFNA6	P05013	3443	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0072661	na	1.0
IFNA4	P05014	3441	regulation of autophagy	GO:0072661	na	1.0
IFNA16	P05015	3449	cellular response to insulin stimulus	GO:0072661	na	1.0
IGF1	P05019	3479	response to endoplasmic reticulum stress	GO:0072661	na	1.0
ATP1A1	P05023	476	positive regulation of transcription factor import into nucleus	GO:0072661	na	1.0
ATP1B1	P05026	481	vascular endothelial growth factor receptor signaling pathway	GO:0072661	na	1.0
APP	P05067	351	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0072661	na	1.0
APOD	P05090	347	retinoid metabolic process	GO:0072661	na	1.0
ITGB3	P05106	3690	extracellular matrix organization	GO:0072661	na	1.0
ITGB2	P05107	3689	receptor clustering	GO:0072661	na	1.0
S100A8	P05109	6279	synapse organization	GO:0072661	na	1.0
INHA	P05111	3623	snRNA transcription from RNA polymerase II promoter	GO:0072661	na	1.0
IL4	P05112	3565	embryo development	GO:0072661	na	1.0
SERPINE1	P05121	5054	positive regulation of viral genome replication	GO:0072661	na	1.0
PRKCG	P05129	5582	double-strand break repair via homologous recombination	GO:0072661	na	1.0
ISG15	P05161	9636	double-strand break repair via nonhomologous end joining	GO:0072661	na	1.0
CYP1A2	P05177	1544	nucleus organization	GO:0072661	na	1.0
CYP2E1	P05181	1571	outflow tract morphogenesis	GO:0072661	na	1.0
FGF1	P05230	2246	learning	GO:0072661	na	1.0
IL6	P05231	3569	palate development	GO:0072661	na	1.0
EDN1	P05305	1906	response to hydrogen peroxide	GO:0072661	na	1.0
ICAM1	P05362	3383	regulation of cell differentiation	GO:0072661	na	1.0
JUN	P05412	3725	beta-catenin-TCF complex assembly	GO:0072661	na	1.0
TFAP2A	P05549	7020	regulation of transforming growth factor beta receptor signaling pathway	GO:0072661	na	1.0
ITGB1	P05556	3688	negative regulation of endothelial cell proliferation	GO:0072661	na	1.0
PRKCB	P05771	5579	negative regulation of endothelial cell migration	GO:0072661	na	1.0
HPN	P05981	3249	negative regulation of angiogenesis	GO:0072661	na	1.0
INSR	P06213	3643	cell redox homeostasis	GO:0072661	na	1.0
LCK	P06239	3932	negative regulation of endothelial cell apoptotic process	GO:0072661	na	1.0
FYN	P06241	2534	rRNA processing	GO:0072661	na	1.0
IGKV4-1	P06312	28908	heart looping	GO:0072661	na	1.0
GSN	P06396	2934	Notch signaling pathway	GO:0072661	na	1.0
RB1	P06400	5925	Notch receptor processing	GO:0072661	na	1.0
CDK1	P06493	983	hemopoiesis	GO:0072661	na	1.0
ATP5B	P06576	506	regulation of cell adhesion	GO:0072661	na	1.0
S100A9	P06702	6280	negative regulation of neuron differentiation	GO:0072661	na	1.0
APOA4	P06727	337	positive regulation of Notch signaling pathway	GO:0072661	na	1.0
CD2	P06729	914	positive regulation of cytosolic calcium ion concentration	GO:0072661	na	1.0
ENO1	P06733	2023	cell death	GO:0072661	na	1.0
NPM1	P06748	4869	calcium ion transmembrane transport	GO:0072661	na	1.0
ITGAV	P06756	3685	positive regulation of epithelial to mesenchymal transition	GO:0072661	na	1.0
CRH	P06850	1392	actin cytoskeleton organization	GO:0072661	na	1.0
LPL	P06858	4023	positive regulation of cell growth	GO:0072661	na	1.0
TH	P07101	7054	positive regulation of transforming growth factor beta receptor signaling pathway	GO:0072661	na	1.0
GPX1	P07203	2876	positive regulation of phosphorylation	GO:0072661	na	1.0
P4HB	P07237	5034	positive regulation of JNK cascade	GO:0072661	na	1.0
FES	P07332	2242	positive regulation of exosomal secretion	GO:0072661	na	1.0
CSF1R	P07333	1436	lipid metabolic process	GO:0072661	na	1.0
ANXA2	P07355	302	RNA splicing	GO:0072661	na	1.0
ADRB2	P07550	154	chromatin organization	GO:0072661	na	1.0
DCN	P07585	1634	chromosome segregation	GO:0072661	na	1.0
PSAP	P07602	5660	Wnt signaling pathway	GO:0072661	na	1.0
PFN1	P07737	5216	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0072661	na	1.0
CD3E	P07766	916	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0072661	na	1.0
HSP90AA1	P07900	3320	positive regulation of translation	GO:0072661	na	1.0
LAMB1	P07942	3912	intrinsic apoptotic signaling pathway	GO:0072661	na	1.0
YES1	P07947	7525	positive regulation of cell-matrix adhesion	GO:0072661	na	1.0
LYN	P07948	4067	dendritic cell chemotaxis	GO:0072661	na	1.0
RET	P07949	5979	T cell costimulation	GO:0072661	na	1.0
ERCC1	P07992	2067	positive regulation of phosphatidylinositol 3-kinase activity	GO:0072661	na	1.0
THBS1	P07996	7057	positive regulation of protein kinase activity	GO:0072661	na	1.0
IGF1R	P08069	3480	positive regulation of chemotaxis	GO:0072661	na	1.0
COL1A2	P08123	1278	release of sequestered calcium ion into cytosol	GO:0072661	na	1.0
NGFR	P08138	4804	cell chemotaxis	GO:0072661	na	1.0
GLI1	P08151	2735	positive regulation of neutrophil chemotaxis	GO:0072661	na	1.0
CHRM2	P08172	1129	negative regulation of cell adhesion	GO:0072661	na	1.0
CD55	P08174	1604	protein localization to cell surface	GO:0072661	na	1.0
ABCB1	P08183	5243	positive regulation of BMP signaling pathway	GO:0072661	na	1.0
HSP90AB1	P08238	3326	regulation of ERK1 and ERK2 cascade	GO:0072661	na	1.0
ELANE	P08246	1991	protein monoubiquitination	GO:0072661	na	1.0
CTSG	P08311	1511	calcium ion transport	GO:0072661	na	1.0
MME	P08473	4311	interferon-gamma-mediated signaling pathway	GO:0072661	na	1.0
INHBA	P08476	3624	chondrocyte differentiation	GO:0072661	na	1.0
PLEK	P08567	5341	protein dephosphorylation	GO:0072661	na	1.0
CD14	P08571	929	COPII vesicle coating	GO:0072661	na	1.0
PTPRC	P08575	5788	cell fate commitment	GO:0072661	na	1.0
FGF4	P08620	2249	canonical Wnt signaling pathway	GO:0072661	na	1.0
HCK	P08631	3055	cellular response to retinoic acid	GO:0072661	na	1.0
ITGA5	P08648	3678	positive regulation of cellular protein metabolic process	GO:0072661	na	1.0
CYP3A4	P08684	1576	embryonic digit morphogenesis	GO:0072661	na	1.0
SERPINF2	P08697	5345	positive regulation of synapse assembly	GO:0072661	na	1.0
F7	P08709	2155	positive regulation of excitatory postsynaptic potential	GO:0072661	na	1.0
KRT16	P08779	3868	gluconeogenesis	GO:0072661	na	1.0
RPSA	P08865	3921	protein K48-linked ubiquitination	GO:0072661	na	1.0
IL6R	P08887	3570	protein K11-linked ubiquitination	GO:0072661	na	1.0
ADRA2A	P08913	150	phospholipid metabolic process	GO:0072661	na	1.0
CD63	P08962	967	regulation of lipid metabolic process	GO:0072661	na	1.0
PKHD1	P08F94	5314	androgen receptor signaling pathway	GO:0072661	na	1.0
FGF2	P09038	2247	negative regulation of protein phosphorylation	GO:0072661	na	1.0
GSTP1	P09211	2950	JAK-STAT cascade	GO:0072661	na	1.0
VIL1	P09327	7429	cellular response to hormone stimulus	GO:0072661	na	1.0
CXCL1	P09341	2919	negative regulation of insulin receptor signaling pathway	GO:0072661	na	1.0
HMGB1	P09429	3146	ERBB2 signaling pathway	GO:0072661	na	1.0
TNP1	P09430	7141	regulation of cell motility	GO:0072661	na	1.0
FBP1	P09467	2203	homophilic cell adhesion via plasma membrane adhesion molecules	GO:0072661	na	1.0
TPM1	P09493	7168	positive regulation of angiogenesis	GO:0072661	na	1.0
INHBB	P09529	3625	mitotic cell cycle	GO:0072661	na	1.0
WNT2	P09544	7472	mitotic cytokinesis	GO:0072661	na	1.0
HMOX1	P09601	3162	cytokinesis	GO:0072661	na	1.0
CSF1	P09603	1435	positive regulation of cytokinesis	GO:0072661	na	1.0
PDGFRB	P09619	5159	neuron apoptotic process	GO:0072661	na	1.0
HNRNPA1	P09651	3178	IRE1-mediated unfolded protein response	GO:0072661	na	1.0
CTSH	P09668	1512	positive regulation of protein complex assembly	GO:0072661	na	1.0
CD3G	P09693	917	cellular response to oxidative stress	GO:0072661	na	1.0
FGR	P09769	2268	positive regulation of leukocyte chemotaxis	GO:0072661	na	1.0
PARP1	P09874	142	positive regulation of release of sequestered calcium ion into cytosol	GO:0072661	na	1.0
POLA1	P09884	5422	animal organ morphogenesis	GO:0072661	na	1.0
IFIT1	P09914	3434	epidermis development	GO:0072661	na	1.0
CSF3	P09919	1440	keratinocyte differentiation	GO:0072661	na	1.0
FURIN	P09958	5045	neurotransmitter secretion	GO:0072661	na	1.0
OR56A5	P0C7T3	390084	positive regulation of Wnt signaling pathway	GO:0072661	na	1.0
PLA2G4B	P0C869	100137049	negative regulation of protein binding	GO:0072661	na	1.0
IGLC6	P0CF74	3542	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0072661	na	1.0
IGLC1	P0CG04	3537	protein localization to nucleus	GO:0072661	na	1.0
UBB	P0CG47	7314	beta-catenin destruction complex disassembly	GO:0072661	na	1.0
UBC	P0CG48	7316	neural tube closure	GO:0072661	na	1.0
SAA1	P0DJI8	6288	positive regulation of JUN kinase activity	GO:0072661	na	1.0
SULT1A3	P0DMM9	6818	positive regulation by host of viral transcription	GO:0072661	na	1.0
HSPA1A	P0DMV8	3303	neuron projection development	GO:0072661	na	1.0
HSPA1B	P0DMV9	3304	protein homooligomerization	GO:0072661	na	1.0
GLI2	P10070	2736	in utero embryonic development	GO:0072661	na	1.0
GLI3	P10071	2737	membrane protein ectodomain proteolysis	GO:0072661	na	1.0
RAP2A	P10114	5911	integrin-mediated signaling pathway	GO:0072661	na	1.0
SRGN	P10124	5552	response to tumor necrosis factor	GO:0072661	na	1.0
CXCL8	P10145	3576	positive regulation of endothelial cell migration	GO:0072661	na	1.0
CCL3	P10147	6348	protein transport	GO:0072661	na	1.0
MYB	P10242	4602	activation of protein kinase B activity	GO:0072661	na	1.0
AR	P10275	367	regulation of cell adhesion mediated by integrin	GO:0072661	na	1.0
RARA	P10276	5914	cellular response to vascular endothelial growth factor stimulus	GO:0072661	na	1.0
ARAF	P10398	369	regulation of GTPase activity	GO:0072661	na	1.0
BCL2	P10415	596	cellular response to fibroblast growth factor stimulus	GO:0072661	na	1.0
SPP1	P10451	6696	positive regulation of stress fiber assembly	GO:0072661	na	1.0
TXN	P10599	7295	negative regulation of focal adhesion assembly	GO:0072661	na	1.0
TGFB3	P10600	7043	negative regulation of I-kappaB kinase/NF-kappaB signaling	GO:0072661	na	1.0
CYP2C8	P10632	1558	JNK cascade	GO:0072661	na	1.0
CYP2D6	P10635	1565	activation of JUN kinase activity	GO:0072661	na	1.0
MAPT	P10636	4137	response to heat	GO:0072661	na	1.0
CHGA	P10645	1113	response to UV	GO:0072661	na	1.0
KIT	P10721	3815	positive regulation of telomere maintenance via telomerase	GO:0072661	na	1.0
CD28	P10747	940	stress-activated MAPK cascade	GO:0072661	na	1.0
HSPD1	P10809	3329	positive regulation of telomerase activity	GO:0072661	na	1.0
CLU	P10909	1191	positive regulation of telomere capping	GO:0072661	na	1.0
GHR	P10912	2690	regulation of cell size	GO:0072661	na	1.0
IRF1	P10914	3659	negative regulation of mitotic cell cycle	GO:0072661	na	1.0
HSPA5	P11021	3309	negative regulation of protein kinase B signaling	GO:0072661	na	1.0
LAMC1	P11047	3915	establishment of protein localization to plasma membrane	GO:0072661	na	1.0
HSPA8	P11142	3312	DNA damage checkpoint	GO:0072661	na	1.0
LIPC	P11150	3990	DNA repair	GO:0072661	na	1.0
MBL2	P11226	4153	peptidyl-threonine phosphorylation	GO:0072661	na	1.0
CHRM1	P11229	1128	G2 DNA damage checkpoint	GO:0072661	na	1.0
CHRNB1	P11230	1140	positive regulation of cell cycle	GO:0072661	na	1.0
RALB	P11234	5899	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	GO:0072661	na	1.0
FGFR1	P11362	2260	angiogenesis	GO:0072661	na	1.0
TOP1	P11387	7150	branching involved in blood vessel morphogenesis	GO:0072661	na	1.0
TOP2A	P11388	7153	neuron migration	GO:0072661	na	1.0
G6PD	P11413	2539	cell migration involved in sprouting angiogenesis	GO:0072661	na	1.0
VDR	P11473	7421	artery morphogenesis	GO:0072661	na	1.0
GNAT1	P11488	2779	positive chemotaxis	GO:0072661	na	1.0
DMD	P11532	1756	cellular response to glucose stimulus	GO:0072661	na	1.0
MTHFD1	P11586	4522	positive regulation of type I interferon production	GO:0072661	na	1.0
CETP	P11597	1071	positive regulation of protein targeting to mitochondrion	GO:0072661	na	1.0
CYP2C9	P11712	1559	positive regulation of calcium ion transport	GO:0072661	na	1.0
CDK4	P11802	1019	positive regulation of defense response to virus by host	GO:0072661	na	1.0
SRF	P11831	6722	response to toxic substance	GO:0072661	na	1.0
PABPC1	P11940	26986	regulation of transcription involved in G1/S transition of mitotic cell cycle	GO:0072661	na	1.0
PCNA	P12004	5111	type I interferon signaling pathway	GO:0072661	na	1.0
TPR	P12270	7175	mitotic cell cycle checkpoint	GO:0072661	na	1.0
PTHLH	P12272	5744	response to retinoic acid	GO:0072661	na	1.0
BMP2	P12643	650	endothelial cell migration	GO:0072661	na	1.0
BMP4	P12644	652	regulation of synaptic plasticity	GO:0072661	na	1.0
SKI	P12755	6497	synapse assembly	GO:0072661	na	1.0
ACTN1	P12814	87	regulation of tumor necrosis factor-mediated signaling pathway	GO:0072661	na	1.0
ACE	P12821	1636	cortical actin cytoskeleton organization	GO:0072661	na	1.0
CDH1	P12830	999	nucleotide-binding oligomerization domain containing signaling pathway	GO:0072661	na	1.0
MYH7	P12883	4625	interleukin-1-mediated signaling pathway	GO:0072661	na	1.0
SRC	P12931	6714	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	GO:0072661	na	1.0
XRCC6	P12956	2547	translesion synthesis	GO:0072661	na	1.0
XRCC5	P13010	7520	cell motility	GO:0072661	na	1.0
IFITM1	P13164	8519	wound healing	GO:0072661	na	1.0
CCL4	P13236	6351	positive regulation of DNA replication	GO:0072661	na	1.0
TDGF1	P13385	6997	positive regulation of mitotic nuclear division	GO:0072661	na	1.0
LAMP2	P13473	3920	positive regulation of fibroblast proliferation	GO:0072661	na	1.0
CYBA	P13498	1535	positive regulation of smooth muscle cell proliferation	GO:0072661	na	1.0
CCL2	P13500	6347	negative regulation of epithelial cell proliferation	GO:0072661	na	1.0
CCL5	P13501	6352	regulation of heart rate	GO:0072661	na	1.0
SCG2	P13521	7857	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	GO:0072661	na	1.0
MYH6	P13533	4624	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	GO:0072661	na	1.0
CFTR	P13569	1080	cardiac muscle contraction	GO:0072661	na	1.0
VCAN	P13611	1462	regulation of membrane repolarization	GO:0072661	na	1.0
ITGA4	P13612	3676	negative regulation of epidermal growth factor receptor signaling pathway	GO:0072661	na	1.0
RARG	P13631	5916	regulation of cytokinesis	GO:0072661	na	1.0
ATP1A3	P13637	478	Golgi organization	GO:0072661	na	1.0
CEACAM1	P13688	634	response to bacterium	GO:0072661	na	1.0
OSM	P13725	5008	negative regulation of neuron projection development	GO:0072661	na	1.0
F3	P13726	2152	regulation of neuron death	GO:0072661	na	1.0
HLA-E	P13747	3133	negative regulation of protein catabolic process	GO:0072661	na	1.0
LCP1	P13796	3936	protein export from nucleus	GO:0072661	na	1.0
ADRB3	P13945	155	substantia nigra development	GO:0072661	na	1.0
GTF2F2	P13984	2963	regulation of protein phosphorylation	GO:0072661	na	1.0
EDN3	P14138	1908	positive regulation of neuron projection development	GO:0072661	na	1.0
MIF	P14174	4282	positive regulation of axonogenesis	GO:0072661	na	1.0
HGF	P14210	3082	negative regulation of protein ubiquitination	GO:0072661	na	1.0
HCLS1	P14317	3059	regulation of circadian rhythm	GO:0072661	na	1.0
TRIM27	P14373	5987	histone H3 deacetylation	GO:0072661	na	1.0
ATP1B2	P14415	482	protein processing	GO:0072661	na	1.0
DRD2	P14416	1813	collagen fibril organization	GO:0072661	na	1.0
PLA2G2A	P14555	5320	negative regulation of epithelial to mesenchymal transition	GO:0072661	na	1.0
NCF1	P14598	653361	negative regulation of cell migration	GO:0072661	na	1.0
HSP90B1	P14625	7184	negative regulation of transforming growth factor beta receptor signaling pathway	GO:0072661	na	1.0
CCNB1	P14635	891	negative regulation of BMP signaling pathway	GO:0072661	na	1.0
IDE	P14735	3416	negative regulation of peptidyl-serine phosphorylation	GO:0072661	na	1.0
MMP9	P14780	4318	ventricular cardiac muscle tissue morphogenesis	GO:0072661	na	1.0
ETS1	P14921	2113	regulation of cardiac muscle contraction	GO:0072661	na	1.0
JUP	P14923	3728	pathway-restricted SMAD protein phosphorylation	GO:0072661	na	1.0
LIF	P15018	3976	ventricular septum morphogenesis	GO:0072661	na	1.0
BRAF	P15056	673	cellular response to reactive oxygen species	GO:0072661	na	1.0
RAC2	P15153	5880	cellular response to cadmium ion	GO:0072661	na	1.0
MYOD1	P15172	4654	cholesterol efflux	GO:0072661	na	1.0
MYOG	P15173	4656	low-density lipoprotein particle clearance	GO:0072661	na	1.0
EZR	P15311	7430	cholesterol homeostasis	GO:0072661	na	1.0
ATP6V1B1	P15313	525	cell aging	GO:0072661	na	1.0
FOLR1	P15328	2348	cellular senescence	GO:0072661	na	1.0
KCNE1	P15382	3753	negative regulation of blood vessel endothelial cell migration	GO:0072661	na	1.0
HPGD	P15428	3248	memory	GO:0072661	na	1.0
VAV1	P15498	7409	DNA damage response, signal transduction by p53 class mediator	GO:0072661	na	1.0
CD46	P15529	4179	cellular response to hypoxia	GO:0072661	na	1.0
CYP11B1	P15538	1584	transcription initiation from RNA polymerase I promoter	GO:0072661	na	1.0
VEGFA	P15692	7422	transcription elongation from RNA polymerase I promoter	GO:0072661	na	1.0
TCF3	P15923	6929	termination of RNA polymerase I transcription	GO:0072661	na	1.0
DSP	P15924	1832	acute-phase response	GO:0072661	na	1.0
RPA2	P15927	6118	cellular protein complex assembly	GO:0072661	na	1.0
MUC1	P15941	4582	positive regulation of protein catabolic process	GO:0072661	na	1.0
GATA1	P15976	2623	heart morphogenesis	GO:0072661	na	1.0
ALOX15	P16050	246	response to interferon-gamma	GO:0072661	na	1.0
NPR1	P16066	4881	substrate adhesion-dependent cell spreading	GO:0072661	na	1.0
CD44	P16070	960	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0072661	na	1.0
ITGB4	P16144	3691	single organismal cell-cell adhesion	GO:0072661	na	1.0
CREB1	P16220	1385	defense response to Gram-positive bacterium	GO:0072661	na	1.0
PDGFRA	P16234	5156	antimicrobial humoral immune response mediated by antimicrobial peptide	GO:0072661	na	1.0
PPP3CB	P16298	5532	muscle filament sliding	GO:0072661	na	1.0
NCK1	P16333	4690	positive regulation of proteolysis	GO:0072661	na	1.0
DPEP1	P16444	1800	positive regulation of macrophage derived foam cell differentiation	GO:0072661	na	1.0
TSHR	P16473	7253	negative regulation of cell cycle	GO:0072661	na	1.0
SELE	P16581	6401	response to radiation	GO:0072661	na	1.0
FER	P16591	2241	DNA synthesis involved in DNA repair	GO:0072661	na	1.0
ATP2A2	P16615	488	strand displacement	GO:0072661	na	1.0
CCL3L1	P16619	6349	DNA recombination	GO:0072661	na	1.0
CD36	P16671	948	response to ionizing radiation	GO:0072661	na	1.0
NPPB	P16860	4879	cell growth	GO:0072661	na	1.0
PLCG2	P16885	5336	regulation of macroautophagy	GO:0072661	na	1.0
STMN1	P16949	3925	transferrin transport	GO:0072661	na	1.0
RHOQ	P17081	23433	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0072661	na	1.0
HMGA1	P17096	3159	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0072661	na	1.0
GOT1	P17174	2805	cellular response to UV	GO:0072661	na	1.0
PRKCA	P17252	5578	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0072661	na	1.0
JUNB	P17275	3726	positive regulation of cell cycle arrest	GO:0072661	na	1.0
ITGA2	P17301	3673	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:0072661	na	1.0
GJA1	P17302	2697	positive regulation of MAPK cascade	GO:0072661	na	1.0
JUND	P17535	3727	positive regulation of TOR signaling	GO:0072661	na	1.0
TAL1	P17542	6886	response to exogenous dsRNA	GO:0072661	na	1.0
PRKACA	P17612	5566	transcription-coupled nucleotide-excision repair	GO:0072661	na	1.0
CEBPB	P17676	1051	fibroblast growth factor receptor signaling pathway	GO:0072661	na	1.0
HLA-G	P17693	3135	RNA metabolic process	GO:0072661	na	1.0
PTPN2	P17706	5771	somatic stem cell population maintenance	GO:0072661	na	1.0
CHRNB2	P17787	1141	cellular response to ionizing radiation	GO:0072661	na	1.0
ENG	P17813	2022	skeletal muscle tissue development	GO:0072661	na	1.0
DDX5	P17844	1655	regulation of necroptotic process	GO:0072661	na	1.0
XBP1	P17861	7494	negative regulation of extrinsic apoptotic signaling pathway	GO:0072661	na	1.0
LGALS3	P17931	3958	metanephros development	GO:0072661	na	1.0
IGFBP3	P17936	3486	mesonephros development	GO:0072661	na	1.0
SPI1	P17947	6688	positive regulation of epithelial cell migration	GO:0072661	na	1.0
FLT1	P17948	2321	actin cytoskeleton reorganization	GO:0072661	na	1.0
PSMC3	P17980	5702	positive regulation of epithelial cell proliferation	GO:0072661	na	1.0
TCP1	P17987	6950	liver development	GO:0072661	na	1.0
PTPN1	P18031	5770	base-excision repair	GO:0072661	na	1.0
ALOX12	P18054	239	nucleotide-excision repair, DNA incision	GO:0072661	na	1.0
ERCC2	P18074	2068	calcium-mediated signaling	GO:0072661	na	1.0
BMP7	P18075	655	regulation of I-kappaB kinase/NF-kappaB signaling	GO:0072661	na	1.0
EGR1	P18146	1958	cellular response to epidermal growth factor stimulus	GO:0072661	na	1.0
VCL	P18206	7414	positive regulation of establishment of protein localization to plasma membrane	GO:0072661	na	1.0
LBP	P18428	3929	histone H3 acetylation	GO:0072661	na	1.0
ADCYAP1	P18509	116	bicellular tight junction assembly	GO:0072661	na	1.0
ADRA2C	P18825	152	glucose homeostasis	GO:0072661	na	1.0
ATF4	P18848	468	cellular response to glucose starvation	GO:0072661	na	1.0
ATF6	P18850	22926	intrinsic apoptotic signaling pathway by p53 class mediator	GO:0072661	na	1.0
LIG1	P18858	3978	reactive oxygen species metabolic process	GO:0072661	na	1.0
CYP11B2	P19099	1585	mitotic metaphase plate congression	GO:0072661	na	1.0
PLCG1	P19174	5335	positive regulation of cell death	GO:0072661	na	1.0
VCAM1	P19320	7412	activation of MAPKK activity	GO:0072661	na	1.0
POLR2C	P19387	5432	regulation of focal adhesion assembly	GO:0072661	na	1.0
POLR2E	P19388	5434	renal water homeostasis	GO:0072661	na	1.0
TNNI3	P19429	7137	cAMP biosynthetic process	GO:0072661	na	1.0
TNFRSF1A	P19438	7132	cGMP biosynthetic process	GO:0072661	na	1.0
GGT1	P19440	2678	adenylate cyclase-activating G-protein coupled receptor signaling pathway	GO:0072661	na	1.0
ERCC3	P19447	2071	activation of adenylate cyclase activity	GO:0072661	na	1.0
TRIM21	P19474	6737	cellular response to glucagon stimulus	GO:0072661	na	1.0
EIF2AK2	P19525	5610	cellular response to cAMP	GO:0072661	na	1.0
WT1	P19544	7490	endocrine pancreas development	GO:0072661	na	1.0
SLC9A1	P19634	6548	Wnt signaling pathway, calcium modulating pathway	GO:0072661	na	1.0
RXRA	P19793	6256	positive regulation of interleukin-2 production	GO:0072661	na	1.0
AOC1	P19801	26	cellular response to calcium ion	GO:0072661	na	1.0
NFKB1	P19838	4790	neurogenesis	GO:0072661	na	1.0
AZU1	P20160	566	cellular protein localization	GO:0072661	na	1.0
TBP	P20226	6908	blood vessel development	GO:0072661	na	1.0
POU3F3	P20264	5455	outflow tract septum morphogenesis	GO:0072661	na	1.0
TNFRSF1B	P20333	7133	social behavior	GO:0072661	na	1.0
RAB3A	P20336	5864	inner ear morphogenesis	GO:0072661	na	1.0
RAB5A	P20339	5868	endoplasmic reticulum unfolded protein response	GO:0072661	na	1.0
NR1D1	P20393	9572	membrane protein intracellular domain proteolysis	GO:0072661	na	1.0
MX1	P20591	4599	cellular response to heat	GO:0072661	na	1.0
MX2	P20592	4600	cellular response to growth factor stimulus	GO:0072661	na	1.0
PSMB1	P20618	5689	negative regulation of neuron death	GO:0072661	na	1.0
ITGAL	P20701	3683	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	GO:0072661	na	1.0
BCL3	P20749	602	stem cell population maintenance	GO:0072661	na	1.0
NTF3	P20783	4908	positive regulation of nitric oxide biosynthetic process	GO:0072661	na	1.0
EDN2	P20800	1907	cardiac muscle cell action potential involved in contraction	GO:0072661	na	1.0
CAPN3	P20807	825	regulation of heart rate by cardiac conduction	GO:0072661	na	1.0
IL11	P20809	3589	positive regulation of extrinsic apoptotic signaling pathway	GO:0072661	na	1.0
EFNA1	P20827	1942	regulation of protein localization	GO:0072661	na	1.0
COL5A1	P20908	1289	positive regulation of neuron apoptotic process	GO:0072661	na	1.0
RASA1	P20936	5921	positive regulation of erythrocyte differentiation	GO:0072661	na	1.0
NF1	P21359	4763	pulmonary valve morphogenesis	GO:0072661	na	1.0
ABCB4	P21439	5244	telomere maintenance via recombination	GO:0072661	na	1.0
S1PR1	P21453	1901	regulation of centrosome duplication	GO:0072661	na	1.0
FPR1	P21462	2357	negative regulation of MAP kinase activity	GO:0072661	na	1.0
SYT1	P21579	6857	protein localization	GO:0072661	na	1.0
TNFAIP3	P21580	7128	phospholipase C-activating G-protein coupled receptor signaling pathway	GO:0072661	na	1.0
TAF1	P21675	6872	learning or memory	GO:0072661	na	1.0
EPHA1	P21709	2041	osteoblast differentiation	GO:0072661	na	1.0
DRD1	P21728	1812	epithelial to mesenchymal transition	GO:0072661	na	1.0
C5AR1	P21730	728	negative regulation of DNA damage response, signal transduction by p53 class mediator	GO:0072661	na	1.0
ZP3	P21754	7784	negative regulation of anoikis	GO:0072661	na	1.0
