"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
1642,"X",1654,"DDX3X","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"
1643,"17",1655,"DDX5","DEAD (Asp-Glu-Ala-Asp) box helicase 5"
1644,"11",1656,"DDX6","DEAD (Asp-Glu-Ala-Asp) box helicase 6"
1645,"5",1657,"DMXL1","Dmx-like 1"
1647,"17",1659,"DHX8","DEAH (Asp-Glu-Ala-His) box polypeptide 8"
1648,"1",1660,"DHX9","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
1650,"11",1662,"DDX10","DEAD (Asp-Glu-Ala-Asp) box polypeptide 10"
1651,"12",1663,"DDX11","DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11"
1653,"4",1665,"DHX15","DEAH (Asp-Glu-Ala-His) box polypeptide 15"
1654,"8",1666,"DECR1","2,4-dienoyl CoA reductase 1, mitochondrial"
1655,"8",1667,"DEFA1","defensin, alpha 1"
1656,"8",1668,"DEFA3","defensin, alpha 3, neutrophil-specific"
1657,"8",1669,"DEFA4","defensin, alpha 4, corticostatin"
1658,"8",1670,"DEFA5","defensin, alpha 5, Paneth cell-specific"
1659,"8",1671,"DEFA6","defensin, alpha 6, Paneth cell-specific"
1660,"8",1672,"DEFB1","defensin, beta 1"
1661,"8",1673,"DEFB4A","defensin, beta 4A"
1662,"2",1674,"DES","desmin"
1663,"19",1675,"CFD","complement factor D (adipsin)"
1664,"1",1676,"DFFA","DNA fragmentation factor, 45kDa, alpha polypeptide"
1665,"1",1677,"DFFB","DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)"
1666,"X",1678,"TIMM8A","translocase of inner mitochondrial membrane 8 homolog A (yeast)"
1675,"7",1687,"DFNA5","deafness, autosomal dominant 5"
1678,"14",1690,"COCH","coagulation factor C homolog, cochlin (Limulus polyphemus)"
1704,"2",1716,"DGUOK","deoxyguanosine kinase"
1705,"11",1717,"DHCR7","7-dehydrocholesterol reductase"
1706,"1",1718,"DHCR24","24-dehydrocholesterol reductase"
1707,"5",1719,"DHFR","dihydrofolate reductase"
1708,"2",1720,"LOC1720","dihydrofolate reductase pseudogene"
1711,"16",1723,"DHODH","dihydroorotate dehydrogenase (quinone)"
1713,"19",1725,"DHPS","deoxyhypusine synthase"
1715,"22",1727,"CYB5R3","cytochrome b5 reductase 3"
1716,"16",1728,"NQO1","NAD(P)H dehydrogenase, quinone 1"
1717,"5",1729,"DIAPH1","diaphanous homolog 1 (Drosophila)"
1718,"X",1730,"DIAPH2","diaphanous homolog 2 (Drosophila)"
1719,"16",1731,"SEPT1","septin 1"
1721,"1",1733,"DIO1","deiodinase, iodothyronine, type I"
1722,"14",1734,"DIO2","deiodinase, iodothyronine, type II"
1723,"14",1735,"DIO3","deiodinase, iodothyronine, type III"
1724,"X",1736,"DKC1","dyskeratosis congenita 1, dyskerin"
1725,"11",1737,"DLAT","dihydrolipoamide S-acetyltransferase"
1726,"7",1738,"DLD","dihydrolipoamide dehydrogenase"
1727,"3",1739,"DLG1","discs, large homolog 1 (Drosophila)"
1728,"11",1740,"DLG2","discs, large homolog 2 (Drosophila)"
1729,"X",1741,"DLG3","discs, large homolog 3 (Drosophila)"
1730,"17",1742,"DLG4","discs, large homolog 4 (Drosophila)"
1731,"14",1743,"DLST","dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)"
1733,"2",1745,"DLX1","distal-less homeobox 1"
1734,"2",1746,"DLX2","distal-less homeobox 2"
1735,"17",1747,"DLX3","distal-less homeobox 3"
1736,"17",1748,"DLX4","distal-less homeobox 4"
1737,"7",1749,"DLX5","distal-less homeobox 5"
1738,"7",1750,"DLX6","distal-less homeobox 6"
1743,"10",1755,"DMBT1","deleted in malignant brain tumors 1"
1744,"X",1756,"DMD","dystrophin"
1745,"9",1757,"SARDH","sarcosine dehydrogenase"
1746,"4",1758,"DMP1","dentin matrix acidic phosphoprotein 1"
1747,"9",1759,"DNM1","dynamin 1"
1748,"19",1760,"DMPK","dystrophia myotonica-protein kinase"
1749,"9",1761,"DMRT1","doublesex and mab-3 related transcription factor 1"
1750,"19",1762,"DMWD","dystrophia myotonica, WD repeat containing"
1751,"10",1763,"DNA2","DNA replication helicase 2 homolog (yeast)"
1755,"5",1767,"DNAH5","dynein, axonemal, heavy chain 5"
1756,"2",1768,"DNAH6","dynein, axonemal, heavy chain 6"
1757,"6",1769,"DNAH8","dynein, axonemal, heavy chain 8"
1758,"17",1770,"DNAH9","dynein, axonemal, heavy chain 9"
1761,"16",1773,"DNASE1","deoxyribonuclease I"
1762,"X",1774,"DNASE1L1","deoxyribonuclease I-like 1"
1763,"16",1775,"DNASE1L2","deoxyribonuclease I-like 2"
1764,"3",1776,"DNASE1L3","deoxyribonuclease I-like 3"
1765,"19",1777,"DNASE2","deoxyribonuclease II, lysosomal"
1766,"14",1778,"DYNC1H1","dynein, cytoplasmic 1, heavy chain 1"
1768,"7",1780,"DYNC1I1","dynein, cytoplasmic 1, intermediate chain 1"
1769,"2",1781,"DYNC1I2","dynein, cytoplasmic 1, intermediate chain 2"
1771,"16",1783,"DYNC1LI2","dynein, cytoplasmic 1, light intermediate chain 2"
1773,"19",1785,"DNM2","dynamin 2"
1774,"19",1786,"DNMT1","DNA (cytosine-5-)-methyltransferase 1"
1775,"10",1787,"TRDMT1","tRNA aspartic acid methyltransferase 1"
1776,"2",1788,"DNMT3A","DNA (cytosine-5-)-methyltransferase 3 alpha"
1777,"20",1789,"DNMT3B","DNA (cytosine-5-)-methyltransferase 3 beta"
1779,"10",1791,"DNTT","deoxynucleotidyltransferase, terminal"
1781,"10",1793,"DOCK1","dedicator of cytokinesis 1"
1782,"5",1794,"DOCK2","dedicator of cytokinesis 2"
1783,"3",1795,"DOCK3","dedicator of cytokinesis 3"
1784,"2",1796,"DOK1","docking protein 1, 62kDa (downstream of tyrosine kinase 1)"
1785,"6",1797,"DOM3Z","dom-3 homolog Z (C. elegans)"
1786,"11",1798,"DPAGT1","dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)"
1788,"16",1800,"DPEP1","dipeptidase 1 (renal)"
1789,"17",1801,"DPH1","DPH1 homolog (S. cerevisiae)"
1790,"1",1802,"DPH2","DPH2 homolog (S. cerevisiae)"
1791,"2",1803,"DPP4","dipeptidyl-peptidase 4"
1792,"7",1804,"DPP6","dipeptidyl-peptidase 6"
1793,"1",1805,"DPT","dermatopontin"
1794,"1",1806,"DPYD","dihydropyrimidine dehydrogenase"
1795,"8",1807,"DPYS","dihydropyrimidinase"
1796,"8",1808,"DPYSL2","dihydropyrimidinase-like 2"
1797,"5",1809,"DPYSL3","dihydropyrimidinase-like 3"
1798,"1",1810,"DR1","down-regulator of transcription 1, TBP-binding (negative cofactor 2)"
1799,"7",1811,"SLC26A3","solute carrier family 26, member 3"
1800,"5",1812,"DRD1","dopamine receptor D1"
1801,"11",1813,"DRD2","dopamine receptor D2"
1802,"3",1814,"DRD3","dopamine receptor D3"
1803,"11",1815,"DRD4","dopamine receptor D4"
1804,"4",1816,"DRD5","dopamine receptor D5"
1807,"17",1819,"DRG2","developmentally regulated GTP binding protein 2"
1808,"19",1820,"ARID3A","AT rich interactive domain 3A (BRIGHT-like)"
1809,"X",1821,"DRP2","dystrophin related protein 2"
1810,"12",1822,"ATN1","atrophin 1"
1811,"18",1823,"DSC1","desmocollin 1"
1812,"18",1824,"DSC2","desmocollin 2"
1813,"18",1825,"DSC3","desmocollin 3"
1814,"21",1826,"DSCAM","Down syndrome cell adhesion molecule"
1815,"21",1827,"RCAN1","regulator of calcineurin 1"
1816,"18",1828,"DSG1","desmoglein 1"
1817,"18",1829,"DSG2","desmoglein 2"
1818,"18",1830,"DSG3","desmoglein 3"
1819,"X",1831,"TSC22D3","TSC22 domain family, member 3"
1820,"6",1832,"DSP","desmoplakin"
1821,"12",1833,"EPYC","epiphycan"
1822,"4",1834,"DSPP","dentin sialophosphoprotein"
1824,"5",1836,"SLC26A2","solute carrier family 26 (sulfate transporter), member 2"
1825,"18",1837,"DTNA","dystrobrevin, alpha"
1826,"2",1838,"DTNB","dystrobrevin, beta"
1827,"5",1839,"HBEGF","heparin-binding EGF-like growth factor"
1828,"12",1840,"DTX1","deltex homolog 1 (Drosophila)"
1829,"2",1841,"DTYMK","deoxythymidylate kinase (thymidylate kinase)"
1830,"9",1842,"ECM2","extracellular matrix protein 2, female organ and adipocyte specific"
1831,"5",1843,"DUSP1","dual specificity phosphatase 1"
1832,"2",1844,"DUSP2","dual specificity phosphatase 2"
1833,"17",1845,"DUSP3","dual specificity phosphatase 3"
1834,"8",1846,"DUSP4","dual specificity phosphatase 4"
1835,"10",1847,"DUSP5","dual specificity phosphatase 5"
1836,"12",1848,"DUSP6","dual specificity phosphatase 6"
1837,"3",1849,"DUSP7","dual specificity phosphatase 7"
1838,"11",1850,"DUSP8","dual specificity phosphatase 8"
1840,"X",1852,"DUSP9","dual specificity phosphatase 9"
1842,"15",1854,"DUT","deoxyuridine triphosphatase"
1843,"1",1855,"DVL1","dishevelled, dsh homolog 1 (Drosophila)"
1844,"17",1856,"DVL2","dishevelled, dsh homolog 2 (Drosophila)"
1845,"3",1857,"DVL3","dishevelled, dsh homolog 3 (Drosophila)"
1847,"21",1859,"DYRK1A","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A"
1849,"9",1861,"TOR1A","torsin family 1, member A (torsin A)"
1857,"20",1869,"E2F1","E2F transcription factor 1"
1858,"1",1870,"E2F2","E2F transcription factor 2"
1859,"6",1871,"E2F3","E2F transcription factor 3"
1862,"16",1874,"E2F4","E2F transcription factor 4, p107/p130-binding"
1863,"8",1875,"E2F5","E2F transcription factor 5, p130-binding"
1864,"2",1876,"E2F6","E2F transcription factor 6"
1865,"16",1877,"E4F1","E4F transcription factor 1"
1867,"5",1879,"EBF1","early B-cell factor 1"
1868,"13",1880,"GPR183","G protein-coupled receptor 183"
1877,"1",1889,"ECE1","endothelin converting enzyme 1"
1878,"22",1890,"TYMP","thymidine phosphorylase"
1879,"19",1891,"ECH1","enoyl CoA hydratase 1, peroxisomal"
1880,"10",1892,"ECHS1","enoyl CoA hydratase, short chain, 1, mitochondrial"
1881,"1",1893,"ECM1","extracellular matrix protein 1"
1882,"3",1894,"ECT2","epithelial cell transforming sequence 2 oncogene"
1883,"X",1896,"EDA","ectodysplasin A"
1888,"1",1901,"S1PR1","sphingosine-1-phosphate receptor 1"
1889,"9",1902,"LPAR1","lysophosphatidic acid receptor 1"
1890,"9",1903,"S1PR3","sphingosine-1-phosphate receptor 3"
1893,"6",1906,"EDN1","endothelin 1"
1894,"1",1907,"EDN2","endothelin 2"
1895,"20",1908,"EDN3","endothelin 3"
1896,"4",1909,"EDNRA","endothelin receptor type A"
1897,"13",1910,"EDNRB","endothelin receptor type B"
1898,"12",1911,"PHC1","polyhomeotic homolog 1 (Drosophila)"
1899,"1",1912,"PHC2","polyhomeotic homolog 2 (Drosophila)"
1902,"6",1915,"EEF1A1","eukaryotic translation elongation factor 1 alpha 1"
1904,"20",1917,"EEF1A2","eukaryotic translation elongation factor 1 alpha 2"
1920,"2",1933,"EEF1B2","eukaryotic translation elongation factor 1 beta 2"
1923,"8",1936,"EEF1D","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)"
1924,"11",1937,"EEF1G","eukaryotic translation elongation factor 1 gamma"
1925,"19",1938,"EEF2","eukaryotic translation elongation factor 2"
1926,"1",1939,"EIF2D","eukaryotic translation initiation factor 2D"
1929,"1",1942,"EFNA1","ephrin-A1"
1930,"19",1943,"EFNA2","ephrin-A2"
1931,"1",1944,"EFNA3","ephrin-A3"
1932,"1",1945,"EFNA4","ephrin-A4"
1933,"5",1946,"EFNA5","ephrin-A5"
1934,"X",1947,"EFNB1","ephrin-B1"
1935,"13",1948,"EFNB2","ephrin-B2"
1936,"17",1949,"EFNB3","ephrin-B3"
1937,"4",1950,"EGF","epidermal growth factor"
1938,"3",1951,"CELSR3","cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)"
1939,"1",1952,"CELSR2","cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)"
1940,"1",1953,"MEGF6","multiple EGF-like-domains 6"
1941,"19",1954,"MEGF8","multiple EGF-like-domains 8"
1942,"9",1955,"MEGF9","multiple EGF-like-domains 9"
1943,"7",1956,"EGFR","epidermal growth factor receptor"
1945,"5",1958,"EGR1","early growth response 1"
1946,"10",1959,"EGR2","early growth response 2"
1947,"8",1960,"EGR3","early growth response 3"
1948,"2",1961,"EGR4","early growth response 4"
1949,"3",1962,"EHHADH","enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
1951,"X",1964,"EIF1AX","eukaryotic translation initiation factor 1A, X-linked"
1952,"14",1965,"EIF2S1","eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
1954,"12",1967,"EIF2B1","eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa"
1955,"X",1968,"EIF2S3","eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa"
1956,"1",1969,"EPHA2","EPH receptor A2"
1958,"17",1973,"EIF4A1","eukaryotic translation initiation factor 4A1"
1959,"3",1974,"EIF4A2","eukaryotic translation initiation factor 4A2"
1960,"12",1975,"EIF4B","eukaryotic translation initiation factor 4B"
1962,"4",1977,"EIF4E","eukaryotic translation initiation factor 4E"
1963,"8",1978,"EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1"
1964,"10",1979,"EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2"
1966,"3",1981,"EIF4G1","eukaryotic translation initiation factor 4 gamma, 1"
1967,"11",1982,"EIF4G2","eukaryotic translation initiation factor 4 gamma, 2"
1968,"14",1983,"EIF5","eukaryotic translation initiation factor 5"
1969,"17",1984,"EIF5A","eukaryotic translation initiation factor 5A"
1975,"12",1990,"CELA1","chymotrypsin-like elastase family, member 1"
1976,"19",1991,"ELANE","elastase, neutrophil expressed"
1977,"6",1992,"SERPINB1","serpin peptidase inhibitor, clade B (ovalbumin), member 1"
1978,"9",1993,"ELAVL2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)"
1979,"19",1994,"ELAVL1","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)"
1980,"19",1995,"ELAVL3","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)"
1981,"1",1996,"ELAVL4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)"
1982,"13",1997,"ELF1","E74-like factor 1 (ets domain transcription factor)"
1983,"4",1998,"ELF2","E74-like factor 2 (ets domain transcription factor)"
1984,"1",1999,"ELF3","E74-like factor 3 (ets domain transcription factor, epithelial-specific )"
1985,"X",2000,"ELF4","E74-like factor 4 (ets domain transcription factor)"
1986,"11",2001,"ELF5","E74-like factor 5 (ets domain transcription factor)"
1987,"X",2002,"ELK1","ELK1, member of ETS oncogene family"
1989,"12",2004,"ELK3","ELK3, ETS-domain protein (SRF accessory protein 2)"
1990,"1",2005,"ELK4","ELK4, ETS-domain protein (SRF accessory protein 1)"
1991,"7",2006,"ELN","elastin"
1994,"14",2009,"EML1","echinoderm microtubule associated protein like 1"
1995,"X",2010,"EMD","emerin"
1996,"11",2011,"MARK2","MAP/microtubule affinity-regulating kinase 2"
1997,"12",2012,"EMP1","epithelial membrane protein 1"
1998,"16",2013,"EMP2","epithelial membrane protein 2"
1999,"19",2014,"EMP3","epithelial membrane protein 3"
2000,"19",2015,"EMR1","egf-like module containing, mucin-like, hormone receptor-like 1"
2001,"2",2016,"EMX1","empty spiracles homeobox 1"
2002,"11",2017,"CTTN","cortactin"
2003,"10",2018,"EMX2","empty spiracles homeobox 2"
2004,"2",2019,"EN1","engrailed homeobox 1"
2005,"7",2020,"EN2","engrailed homeobox 2"
2006,"9",2021,"ENDOG","endonuclease G"
2007,"9",2022,"ENG","endoglin"
2008,"1",2023,"ENO1","enolase 1, (alpha)"
2011,"12",2026,"ENO2","enolase 2 (gamma, neuronal)"
2012,"17",2027,"ENO3","enolase 3 (beta, muscle)"
2013,"4",2028,"ENPEP","glutamyl aminopeptidase (aminopeptidase A)"
2014,"1",2029,"ENSA","endosulfine alpha"
2015,"6",2030,"SLC29A1","solute carrier family 29 (nucleoside transporters), member 1"
2018,"22",2033,"EP300","E1A binding protein p300"
2019,"2",2034,"EPAS1","endothelial PAS domain protein 1"
2020,"1",2035,"EPB41","erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)"
2021,"20",2036,"EPB41L1","erythrocyte membrane protein band 4.1-like 1"
2022,"6",2037,"EPB41L2","erythrocyte membrane protein band 4.1-like 2"
2023,"15",2038,"EPB42","erythrocyte membrane protein band 4.2"
2024,"8",2039,"EPB49","erythrocyte membrane protein band 4.9 (dematin)"
2025,"9",2040,"STOM","stomatin"
2026,"7",2041,"EPHA1","EPH receptor A1"
2027,"3",2042,"EPHA3","EPH receptor A3"
2028,"2",2043,"EPHA4","EPH receptor A4"
2029,"4",2044,"EPHA5","EPH receptor A5"
2030,"6",2045,"EPHA7","EPH receptor A7"
2031,"1",2046,"EPHA8","EPH receptor A8"
2032,"3",2047,"EPHB1","EPH receptor B1"
2033,"1",2048,"EPHB2","EPH receptor B2"
2034,"3",2049,"EPHB3","EPH receptor B3"
2035,"7",2050,"EPHB4","EPH receptor B4"
2036,"7",2051,"EPHB6","EPH receptor B6"
2037,"1",2052,"EPHX1","epoxide hydrolase 1, microsomal (xenobiotic)"
2038,"8",2053,"EPHX2","epoxide hydrolase 2, cytoplasmic"
2039,"12",2054,"STX2","syntaxin 2"
2040,"8",2055,"CLN8","ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"
2041,"7",2056,"EPO","erythropoietin"
2042,"19",2057,"EPOR","erythropoietin receptor"
2043,"1",2058,"EPRS","glutamyl-prolyl-tRNA synthetase"
2044,"12",2059,"EPS8","epidermal growth factor receptor pathway substrate 8"
2045,"1",2060,"EPS15","epidermal growth factor receptor pathway substrate 15"
2048,"19",2063,"NR2F6","nuclear receptor subfamily 2, group F, member 6"
2049,"17",2064,"ERBB2","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
2050,"12",2065,"ERBB3","v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)"
2051,"2",2066,"ERBB4","v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)"
2052,"19",2067,"ERCC1","excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)"
2053,"19",2068,"ERCC2","excision repair cross-complementing rodent repair deficiency, complementation group 2"
2054,"4",2069,"EREG","epiregulin"
2055,"6",2070,"EYA4","eyes absent homolog 4 (Drosophila)"
2056,"2",2071,"ERCC3","excision repair cross-complementing rodent repair deficiency, complementation group 3"
2057,"16",2072,"ERCC4","excision repair cross-complementing rodent repair deficiency, complementation group 4"
2058,"13",2073,"ERCC5","excision repair cross-complementing rodent repair deficiency, complementation group 5"
2059,"10",2074,"ERCC6","excision repair cross-complementing rodent repair deficiency, complementation group 6"
2062,"19",2077,"ERF","Ets2 repressor factor"
2063,"21",2078,"ERG","v-ets erythroblastosis virus E26 oncogene homolog (avian)"
2064,"14",2079,"ERH","enhancer of rudimentary homolog (Drosophila)"
2066,"17",2081,"ERN1","endoplasmic reticulum to nucleus signaling 1"
2071,"7",2086,"ERV3-1","endogenous retrovirus group 3, member 1"
2076,"19",2091,"FBL","fibrillarin"
2083,"13",2098,"ESD","esterase D"
2084,"6",2099,"ESR1","estrogen receptor 1"
2085,"14",2100,"ESR2","estrogen receptor 2 (ER beta)"
2086,"11",2101,"ESRRA","estrogen-related receptor alpha"
2088,"14",2103,"ESRRB","estrogen-related receptor beta"
2089,"1",2104,"ESRRG","estrogen-related receptor gamma"
2092,"5",2107,"ETF1","eukaryotic translation termination factor 1"
2093,"15",2108,"ETFA","electron-transfer-flavoprotein, alpha polypeptide"
2094,"19",2109,"ETFB","electron-transfer-flavoprotein, beta polypeptide"
2095,"4",2110,"ETFDH","electron-transferring-flavoprotein dehydrogenase"
2098,"11",2113,"ETS1","v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)"
2099,"21",2114,"ETS2","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)"
2100,"7",2115,"ETV1","ets variant 1"
2101,"19",2116,"ETV2","ets variant 2"
2102,"1",2117,"ETV3","ets variant 3"
2103,"17",2118,"ETV4","ets variant 4"
2104,"3",2119,"ETV5","ets variant 5"
2105,"12",2120,"ETV6","ets variant 6"
2106,"4",2121,"EVC","Ellis van Creveld syndrome"
2107,"3",2122,"MECOM","MDS1 and EVI1 complex locus"
2108,"17",2123,"EVI2A","ecotropic viral integration site 2A"
2109,"17",2124,"EVI2B","ecotropic viral integration site 2B"
2110,"17",2125,"EVPL","envoplakin"
2113,"7",2128,"EVX1","even-skipped homeobox 1"
2115,"22",2130,"EWSR1","Ewing sarcoma breakpoint region 1"
2116,"8",2131,"EXT1","exostosin 1"
2117,"11",2132,"EXT2","exostosin 2"
2119,"1",2134,"EXTL1","exostoses (multiple)-like 1"
2120,"1",2135,"EXTL2","exostoses (multiple)-like 2"
2122,"8",2137,"EXTL3","exostoses (multiple)-like 3"
2123,"8",2138,"EYA1","eyes absent homolog 1 (Drosophila)"
2124,"20",2139,"EYA2","eyes absent homolog 2 (Drosophila)"
2125,"1",2140,"EYA3","eyes absent homolog 3 (Drosophila)"
2130,"17",2145,"EZH1","enhancer of zeste homolog 1 (Drosophila)"
2131,"7",2146,"EZH2","enhancer of zeste homolog 2 (Drosophila)"
2132,"11",2147,"F2","coagulation factor II (thrombin)"
2134,"5",2149,"F2R","coagulation factor II (thrombin) receptor"
2135,"5",2150,"F2RL1","coagulation factor II (thrombin) receptor-like 1"
2136,"5",2151,"F2RL2","coagulation factor II (thrombin) receptor-like 2"
2137,"1",2152,"F3","coagulation factor III (thromboplastin, tissue factor)"
2138,"1",2153,"F5","coagulation factor V (proaccelerin, labile factor)"
2140,"13",2155,"F7","coagulation factor VII (serum prothrombin conversion accelerator)"
2142,"X",2157,"F8","coagulation factor VIII, procoagulant component"
2143,"X",2158,"F9","coagulation factor IX"
2144,"13",2159,"F10","coagulation factor X"
2145,"4",2160,"F11","coagulation factor XI"
2146,"5",2161,"F12","coagulation factor XII (Hageman factor)"
2147,"6",2162,"F13A1","coagulation factor XIII, A1 polypeptide"
2150,"1",2165,"F13B","coagulation factor XIII, B polypeptide"
2151,"1",2166,"FAAH","fatty acid amide hydrolase"
2152,"8",2167,"FABP4","fatty acid binding protein 4, adipocyte"
2153,"2",2168,"FABP1","fatty acid binding protein 1, liver"
2154,"4",2169,"FABP2","fatty acid binding protein 2, intestinal"
2155,"1",2170,"FABP3","fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"
2156,"8",2171,"FABP5","fatty acid binding protein 5 (psoriasis-associated)"
2157,"5",2172,"FABP6","fatty acid binding protein 6, ileal"
2158,"6",2173,"FABP7","fatty acid binding protein 7, brain"
2160,"16",2175,"FANCA","Fanconi anemia, complementation group A"
2161,"9",2176,"FANCC","Fanconi anemia, complementation group C"
2162,"3",2177,"FANCD2","Fanconi anemia, complementation group D2"
2163,"6",2178,"FANCE","Fanconi anemia, complementation group E"
2165,"4",2180,"ACSL1","acyl-CoA synthetase long-chain family member 1"
2166,"2",2181,"ACSL3","acyl-CoA synthetase long-chain family member 3"
2167,"X",2182,"ACSL4","acyl-CoA synthetase long-chain family member 4"
2169,"15",2184,"FAH","fumarylacetoacetate hydrolase (fumarylacetoacetase)"
2170,"8",2185,"PTK2B","PTK2B protein tyrosine kinase 2 beta"
2171,"17",2186,"BPTF","bromodomain PHD finger transcription factor"
2172,"X",2187,"FANCB","Fanconi anemia, complementation group B"
2173,"11",2188,"FANCF","Fanconi anemia, complementation group F"
2174,"9",2189,"FANCG","Fanconi anemia, complementation group G"
2176,"2",2191,"FAP","fibroblast activation protein, alpha"
2177,"22",2192,"FBLN1","fibulin 1"
2178,"19",2193,"FARSA","phenylalanyl-tRNA synthetase, alpha subunit"
2179,"17",2194,"FASN","fatty acid synthase"
2180,"4",2195,"FAT1","FAT tumor suppressor homolog 1 (Drosophila)"
2181,"5",2196,"FAT2","FAT tumor suppressor homolog 2 (Drosophila)"
2182,"11",2197,"FAU","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed"
2184,"3",2199,"FBLN2","fibulin 2"
2185,"15",2200,"FBN1","fibrillin 1"
2186,"5",2201,"FBN2","fibrillin 2"
2187,"2",2202,"EFEMP1","EGF containing fibulin-like extracellular matrix protein 1"
2188,"9",2203,"FBP1","fructose-1,6-bisphosphatase 1"
2189,"19",2204,"FCAR","Fc fragment of IgA, receptor for"
2190,"1",2205,"FCER1A","Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide"
2191,"11",2206,"MS4A2","membrane-spanning 4-domains, subfamily A, member 2"
2192,"1",2207,"FCER1G","Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide"
2193,"19",2208,"FCER2","Fc fragment of IgE, low affinity II, receptor for (CD23)"
2194,"1",2209,"FCGR1A","Fc fragment of IgG, high affinity Ia, receptor (CD64)"
2195,"1",2210,"FCGR1B","Fc fragment of IgG, high affinity Ib, receptor (CD64)"
2196,"1",100132417,"FCGR1C","Fc fragment of IgG, high affinity Ic, receptor (CD64), pseudogene"
2197,"1",2212,"FCGR2A","Fc fragment of IgG, low affinity IIa, receptor (CD32)"
2198,"1",2213,"FCGR2B","Fc fragment of IgG, low affinity IIb, receptor (CD32)"
2199,"1",2214,"FCGR3A","Fc fragment of IgG, low affinity IIIa, receptor (CD16a)"
2200,"1",2215,"FCGR3B","Fc fragment of IgG, low affinity IIIb, receptor (CD16b)"
2202,"19",2217,"FCGRT","Fc fragment of IgG, receptor, transporter, alpha"
2203,"9",2218,"FKTN","fukutin"
2204,"9",2219,"FCN1","ficolin (collagen/fibrinogen domain containing) 1"
2205,"9",2220,"FCN2","ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)"
2207,"8",2222,"FDFT1","farnesyl-diphosphate farnesyltransferase 1"
2209,"1",2224,"FDPS","farnesyl diphosphate synthase"
2215,"11",2230,"FDX1","ferredoxin 1"
2217,"17",2232,"FDXR","ferredoxin reductase"
2220,"18",2235,"FECH","ferrochelatase"
2222,"11",2237,"FEN1","flap structure-specific endonuclease 1"
2224,"X",2239,"GPC4","glypican 4"
2226,"5",2241,"FER","fer (fps/fes related) tyrosine kinase"
2227,"15",2242,"FES","feline sarcoma oncogene"
2228,"4",2243,"FGA","fibrinogen alpha chain"
2229,"4",2244,"FGB","fibrinogen beta chain"
2230,"X",2245,"FGD1","FYVE, RhoGEF and PH domain containing 1"
2231,"5",2246,"FGF1","fibroblast growth factor 1 (acidic)"
2232,"4",2247,"FGF2","fibroblast growth factor 2 (basic)"
2233,"11",2248,"FGF3","fibroblast growth factor 3"
2234,"11",2249,"FGF4","fibroblast growth factor 4"
2235,"4",2250,"FGF5","fibroblast growth factor 5"
2236,"12",2251,"FGF6","fibroblast growth factor 6"
2237,"15",2252,"FGF7","fibroblast growth factor 7"
2238,"10",2253,"FGF8","fibroblast growth factor 8 (androgen-induced)"
2239,"13",2254,"FGF9","fibroblast growth factor 9 (glia-activating factor)"
2240,"5",2255,"FGF10","fibroblast growth factor 10"
2241,"17",2256,"FGF11","fibroblast growth factor 11"
2242,"3",2257,"FGF12","fibroblast growth factor 12"
2243,"X",2258,"FGF13","fibroblast growth factor 13"
