ENSP00000253079	CCDC62	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000253083	HIP1R	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000253115	ZNF426	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000253144	ZNF331	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000253159	ZNF236	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000253159	ZNF236	DOID:305	Carcinoma	COSMIC	50 samples	1
ENSP00000253188	SLC7A10	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 1e-06	1
ENSP00000253188	SLC7A10	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000253188	SLC7A10	DOID:77	Gastrointestinal system disease	DistiLD	p-value = 4e-10	2
ENSP00000253188	SLC7A10	DOID:8778	Crohn's disease	DistiLD	p-value = 6e-15	2
ENSP00000253237	GRWD1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000253247	NOL11	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000253255	PKDREJ	DOID:1612	Breast cancer	COSMIC	10 samples	0
ENSP00000253255	PKDREJ	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000253255	PKDREJ	DOID:305	Carcinoma	COSMIC	32 samples	1
ENSP00000253262	FAM22F	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000253270	SLC35D2	DOID:1324	Lung cancer	DistiLD	p-value = 9e-06	0
ENSP00000253329	PPIL4	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000253332	AKAP12	DOID:263	Kidney cancer	COSMIC	19 samples	0
ENSP00000253332	AKAP12	DOID:305	Carcinoma	COSMIC	42 samples	1
ENSP00000253339	LATS1	DOID:1324	Lung cancer	COSMIC	11 samples	0
ENSP00000253339	LATS1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000253339	LATS1	DOID:305	Carcinoma	COSMIC	65 samples	1
ENSP00000253339	LATS1	DOID:3571	Liver cancer	COSMIC	17 samples	0
ENSP00000253354	BPIFB1	DOID:1909	Melanoma	DistiLD	p-value = 2e-06	1
ENSP00000253354	BPIFB1	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000253363	RBM39	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000253382	ACSS2	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000253401	ARHGEF9	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000253413	ATP6V1E1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000253458	GSE1	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000253496	F12	DOID:178	Vascular disease	DistiLD	p-value = 2e-30	2
ENSP00000253496	F12	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000253571	RLIM	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000253571	RLIM	DOID:305	Carcinoma	COSMIC	37 samples	1
ENSP00000253577	ABCB7	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000253673	EMR3	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000253693	CAPN7	DOID:303	substance-related disorder	DistiLD	p-value = 3e-06	1
ENSP00000253693	CAPN7	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000253697	C3orf20	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000253697	C3orf20	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000253699	ZFYVE20	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000253778	GFPT2	DOID:14330	Parkinson's disease	DistiLD	p-value = 3e-06	1
ENSP00000253778	GFPT2	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000253792	ACLY	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000253799	AOC2	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000253801	G6PC	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000253801	G6PC	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000253807	PCDHAC1	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000253807	PCDHAC1	DOID:305	Carcinoma	COSMIC	46 samples	1
ENSP00000253812	PCDHGA3	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000253812	PCDHGA3	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000253814	NDFIP1	DOID:2377	Multiple sclerosis	DistiLD	p-value = 2e-06	1
ENSP00000253814	NDFIP1	DOID:2841	Asthma	DistiLD	p-value = 4e-06	1
ENSP00000253814	NDFIP1	DOID:8778	Crohn's disease	DistiLD	p-value = 2e-09	2
ENSP00000253856	ATP6V0A4	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000253856	ATP6V0A4	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000253856	ATP6V0A4	DOID:583	Hemolytic anemia	DistiLD	p-value = 6e-06	0
ENSP00000253861	EXOC4	DOID:178	Vascular disease	DistiLD	p-value = 8e-06	0
ENSP00000253861	EXOC4	DOID:263	Kidney cancer	COSMIC	18 samples	0
ENSP00000253861	EXOC4	DOID:305	Carcinoma	COSMIC	41 samples	1
ENSP00000253861	EXOC4	DOID:9970	Obesity	DistiLD	p-value = 3e-06	1
ENSP00000253925	PPFIA1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000253925	PPFIA1	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000254029	WDR44	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000254035	CKMT2	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000254037	ZCCHC9	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000254043	KRT15	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000254051	TNS4	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000254051	TNS4	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000254051	TNS4	DOID:4159	Skin cancer	COSMIC	11 samples	0
ENSP00000254066	RARA	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000254090	FMO5	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000254090	FMO5	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000254108	FUS	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000254166	ZNF132	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000254181	USP29	DOID:1909	Melanoma	COSMIC	14 samples	0
ENSP00000254181	USP29	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000254181	USP29	DOID:305	Carcinoma	COSMIC	43 samples	1
ENSP00000254181	USP29	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000254190	CHSY1	DOID:10124	Corneal disease	DistiLD	p-value = 2e-09	2
ENSP00000254190	CHSY1	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000254190	CHSY1	DOID:9835	Refractive error	DistiLD	p-value = 7e-06	0
ENSP00000254235	ADCY7	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000254260	RHPN2	DOID:263	Kidney cancer	COSMIC	17 samples	0
ENSP00000254260	RHPN2	DOID:305	Carcinoma	COSMIC	46 samples	1
ENSP00000254286	ACTR10	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000254321	ZNF700	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000254321	ZNF700	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000254322	DNAJB1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000254323	ZSWIM4	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000254325	RFX1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000254337	DCAF15	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000254436	TRIM21	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000254442	WDR7	DOID:150	Disease of mental health	DistiLD	p-value = 8e-06	0
ENSP00000254442	WDR7	DOID:1909	Melanoma	COSMIC	10 samples	0
ENSP00000254442	WDR7	DOID:2377	Multiple sclerosis	DistiLD	p-value = 4e-06	1
ENSP00000254442	WDR7	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000254442	WDR7	DOID:305	Carcinoma	COSMIC	38 samples	1
ENSP00000254457	LHX1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000254480	SMARCC1	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000254488	SLC6A11	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000254488	SLC6A11	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 3e-07	2
ENSP00000254508	NUP210	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000254508	NUP210	DOID:305	Carcinoma	COSMIC	46 samples	1
ENSP00000254528	EMILIN2	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000254528	EMILIN2	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 7e-06	0
ENSP00000254579	DNHD1	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000254579	DNHD1	DOID:305	Carcinoma	COSMIC	55 samples	1
ENSP00000254579	DNHD1	DOID:5672	Large intestine cancer	COSMIC	13 samples	0
ENSP00000254584	ARFIP2	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000254605	RRP8	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000254624	EFR3A	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000254630	PTCD3	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000254654	ILKAP	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000254657	PER2	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000254667	PTPRE	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000254691	CARD6	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000254691	CARD6	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000254695	RAP1GAP2	DOID:114	Heart disease	DistiLD	p-value = 3e-06	1
ENSP00000254695	RAP1GAP2	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000254719	RPA1	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000254730	EEFSEC	DOID:10283	Prostate cancer	DistiLD	p-value = 3e-10	2
ENSP00000254730	EEFSEC	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000254765	POPDC3	DOID:2377	Multiple sclerosis	DistiLD	p-value = 8e-06	0
ENSP00000254765	POPDC3	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000254770	LANCL2	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000254803	UTP3	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000254816	TRIM47	DOID:150	Disease of mental health	DistiLD	p-value = 3e-11	2
ENSP00000254816	TRIM47	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000254853	SLC52A1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000254854	GUCY2D	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000254900	BRD8	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000254900	BRD8	DOID:305	Carcinoma	COSMIC	41 samples	1
ENSP00000254928	ERAL1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000254958	JAG1	DOID:11476	Osteoporosis	DistiLD	p-value = 3e-19	2
ENSP00000254958	JAG1	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000254958	JAG1	DOID:305	Carcinoma	COSMIC	34 samples	1
ENSP00000254958	JAG1	DOID:557	Kidney disease	DistiLD	p-value = 1e-08	2
ENSP00000254963	HSPA12B	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000254976	SNAP25	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000255006	RIN2	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000255008	SSTR4	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000255008	SSTR4	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000255030	CRP	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 8e-44	2
ENSP00000255030	CRP	DOID:1324	Lung cancer	DistiLD	p-value = 7e-06	0
ENSP00000255040	APCS	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000255078	IGHMBP2	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000255084	ALDH3B2	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000255087	MTL5	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000255108	DPH2	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000255129	ZNF334	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000255129	ZNF334	DOID:305	Carcinoma	COSMIC	32 samples	1
ENSP00000255152	ZSWIM3	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000255152	ZSWIM3	DOID:305	Carcinoma	COSMIC	34 samples	1
ENSP00000255152	ZSWIM3	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 6e-07	1
ENSP00000255175	SERINC3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000255189	DMGDH	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000255192	BHMT2	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000255194	AP3B1	DOID:231	Motor neuron disease	DistiLD	p-value = 9e-06	0
ENSP00000255194	AP3B1	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000255194	AP3B1	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 6e-07	1
ENSP00000255224	SYT4	DOID:1094	Attention deficit hyperactivity disorder	DistiLD	p-value = 7e-06	0
ENSP00000255224	SYT4	DOID:1596	Mental depression	DistiLD	p-value = 6e-06	0
ENSP00000255224	SYT4	DOID:1909	Melanoma	COSMIC	12 samples	0
ENSP00000255224	SYT4	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000255224	SYT4	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000255226	SLC14A2	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000255226	SLC14A2	DOID:557	Kidney disease	DistiLD	p-value = 7e-18	2
ENSP00000255262	NMUR2	DOID:1492	Eye and adnexa disease	DistiLD	p-value = 8e-06	0
ENSP00000255262	NMUR2	DOID:263	Kidney cancer	COSMIC	17 samples	0
ENSP00000255262	NMUR2	DOID:305	Carcinoma	COSMIC	42 samples	1
ENSP00000255262	NMUR2	DOID:3312	Bipolar disorder	DistiLD	p-value = 7e-06	0
ENSP00000255266	PDE6A	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000255304	USPL1	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000255304	USPL1	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000255305	XPO4	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000255324	RNF17	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000255324	RNF17	DOID:305	Carcinoma	COSMIC	42 samples	1
ENSP00000255324	RNF17	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000255380	CHRM3	DOID:1826	Epilepsy	DistiLD	p-value = 4e-08	2
ENSP00000255380	CHRM3	DOID:1909	Melanoma	COSMIC	12 samples	0
ENSP00000255380	CHRM3	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000255380	CHRM3	DOID:4159	Skin cancer	COSMIC	13 samples	0
ENSP00000255381	MYH4	DOID:1612	Breast cancer	COSMIC	15 samples	0
ENSP00000255381	MYH4	DOID:1909	Melanoma	COSMIC	22 samples	0
ENSP00000255381	MYH4	DOID:263	Kidney cancer	COSMIC	17 samples	0
ENSP00000255381	MYH4	DOID:305	Carcinoma	COSMIC	66 samples	1
ENSP00000255381	MYH4	DOID:4159	Skin cancer	COSMIC	20 samples	0
ENSP00000255390	SCO1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000255409	CHI3L1	DOID:2320	Obstructive lung disease	DistiLD	p-value = 1e-13	2
ENSP00000255409	CHI3L1	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000255416	MYBPH	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000255448	DCLK1	DOID:10273	Heart conduction disease	DistiLD	p-value = 8e-06	0
ENSP00000255448	DCLK1	DOID:1380	Endometrial cancer	COSMIC	12 samples	0
ENSP00000255448	DCLK1	DOID:1612	Breast cancer	DistiLD	p-value = 6e-06	0
ENSP00000255448	DCLK1	DOID:1686	Glaucoma	DistiLD	p-value = 1e-08	2
ENSP00000255448	DCLK1	DOID:263	Kidney cancer	COSMIC	21 samples	0
ENSP00000255448	DCLK1	DOID:2841	Asthma	DistiLD	p-value = 3e-06	1
ENSP00000255448	DCLK1	DOID:305	Carcinoma	COSMIC	51 samples	1
ENSP00000255465	CCNA1	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000255631	HSPBP1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000255641	CSNK1G2	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000255674	RTTN	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000255674	RTTN	DOID:305	Carcinoma	COSMIC	56 samples	1
ENSP00000255674	RTTN	DOID:3571	Liver cancer	COSMIC	14 samples	0
ENSP00000255746	ZNF679	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000255784	CCDC134	DOID:10652	Alzheimer's disease	DistiLD	p-value = 1e-06	1
ENSP00000255858	SEC14L4	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000255977	MKRN1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000255992	KRBA1	DOID:1324	Lung cancer	COSMIC	11 samples	0
ENSP00000255992	KRBA1	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000256015	BTG1	DOID:0060083	Immune system cancer	COSMIC	16 samples	0
ENSP00000256015	BTG1	DOID:10747	Lymphoid leukemia	COSMIC	16 samples	0
ENSP00000256015	BTG1	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 2e-06	1
ENSP00000256031	ATP13A3	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000256078	KRAS	DOID:0001816	Angiosarcoma	COSMIC	26 samples	0
ENSP00000256078	KRAS	DOID:0050424	Familial adenomatous polyposis	COSMIC	297 samples	1
ENSP00000256078	KRAS	DOID:0060071	pre-malignant neoplasm	COSMIC	193 samples	1
ENSP00000256078	KRAS	DOID:0060083	Immune system cancer	COSMIC	391 samples	2
ENSP00000256078	KRAS	DOID:10154	Small intestine cancer	COSMIC	104 samples	1
ENSP00000256078	KRAS	DOID:10534	Stomach cancer	COSMIC	248 samples	1
ENSP00000256078	KRAS	DOID:10747	Lymphoid leukemia	COSMIC	206 samples	1
ENSP00000256078	KRAS	DOID:1107	Esophageal carcinoma	COSMIC	27 samples	0
ENSP00000256078	KRAS	DOID:1324	Lung cancer	COSMIC	4198 samples	3
ENSP00000256078	KRAS	DOID:1380	Endometrial cancer	COSMIC	441 samples	2
ENSP00000256078	KRAS	DOID:1612	Breast cancer	COSMIC	84 samples	1
ENSP00000256078	KRAS	DOID:1725	Peritoneum cancer	COSMIC	48 samples	1
ENSP00000256078	KRAS	DOID:1781	Thyroid cancer	COSMIC	132 samples	1
ENSP00000256078	KRAS	DOID:1793	Pancreatic cancer	COSMIC	4474 samples	3
ENSP00000256078	KRAS	DOID:1906	Malignant skin fibrous histiocytoma	COSMIC	21 samples	0
ENSP00000256078	KRAS	DOID:1909	Melanoma	COSMIC	24 samples	0
ENSP00000256078	KRAS	DOID:1967	Leiomyosarcoma	COSMIC	10 samples	0
ENSP00000256078	KRAS	DOID:201	Connective tissue cancer	COSMIC	84 samples	1
ENSP00000256078	KRAS	DOID:2394	Ovarian cancer	COSMIC	649 samples	2
ENSP00000256078	KRAS	DOID:2627	DOID:2627	COSMIC	13 samples	0
ENSP00000256078	KRAS	DOID:263	Kidney cancer	COSMIC	17809 samples	3
ENSP00000256078	KRAS	DOID:2893	Cervix carcinoma	COSMIC	55 samples	1
ENSP00000256078	KRAS	DOID:2994	Germ cell cancer	COSMIC	23 samples	0
ENSP00000256078	KRAS	DOID:2998	Testicular cancer	COSMIC	16 samples	0
ENSP00000256078	KRAS	DOID:305	Carcinoma	COSMIC	26457 samples	3
ENSP00000256078	KRAS	DOID:3247	Rhabdomyosarcoma	COSMIC	12 samples	0
ENSP00000256078	KRAS	DOID:3571	Liver cancer	COSMIC	40 samples	1
ENSP00000256078	KRAS	DOID:4607	Biliary tract cancer	COSMIC	605 samples	2
ENSP00000256078	KRAS	DOID:657	Adenoma	COSMIC	1141 samples	2
ENSP00000256078	KRAS	DOID:8600	DOID:8600	COSMIC	16 samples	0
ENSP00000256078	KRAS	DOID:8719	In situ carcinoma	COSMIC	15 samples	0
ENSP00000256078	KRAS	DOID:974	Upper respiratory tract disease	COSMIC	60 samples	1
ENSP00000256078	KRAS	DOID:9917	DOID:9917	COSMIC	98 samples	1
ENSP00000256079	IPO8	DOID:263	Kidney cancer	COSMIC	17 samples	0
ENSP00000256079	IPO8	DOID:305	Carcinoma	COSMIC	37 samples	1
ENSP00000256186	MICALCL	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000256190	SBF2	DOID:1793	Pancreatic cancer	DistiLD	p-value = 2e-07	2
ENSP00000256190	SBF2	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000256190	SBF2	DOID:305	Carcinoma	COSMIC	36 samples	1
ENSP00000256194	MICAL2	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000256246	TEX15	DOID:0060083	Immune system cancer	COSMIC	10 samples	0
ENSP00000256246	TEX15	DOID:263	Kidney cancer	COSMIC	20 samples	0
ENSP00000256246	TEX15	DOID:305	Carcinoma	COSMIC	74 samples	1
ENSP00000256246	TEX15	DOID:3571	Liver cancer	COSMIC	19 samples	0
ENSP00000256324	C14orf159	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000256339	UNC79	DOID:1909	Melanoma	COSMIC	20 samples	0
ENSP00000256339	UNC79	DOID:263	Kidney cancer	COSMIC	33 samples	1
ENSP00000256339	UNC79	DOID:305	Carcinoma	COSMIC	80 samples	1
ENSP00000256339	UNC79	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000256339	UNC79	DOID:4159	Skin cancer	COSMIC	18 samples	0
ENSP00000256343	CATSPERB	DOID:1909	Melanoma	COSMIC	14 samples	0
ENSP00000256343	CATSPERB	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000256343	CATSPERB	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000256343	CATSPERB	DOID:4159	Skin cancer	COSMIC	12 samples	0
ENSP00000256362	VRTN	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000256389	ADAM20	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000256404	PEBP4	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 7e-06	0
ENSP00000256412	ADAMDEC1	DOID:1909	Melanoma	COSMIC	13 samples	0
ENSP00000256412	ADAMDEC1	DOID:4159	Skin cancer	COSMIC	13 samples	0
ENSP00000256429	MBD2	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000256447	CD180	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000256447	CD180	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000256452	IL5RA	DOID:10273	Heart conduction disease	DistiLD	p-value = 2e-06	1
ENSP00000256452	IL5RA	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000256458	IRAK2	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000256474	VHL	DOID:1793	Pancreatic cancer	COSMIC	13 samples	0
ENSP00000256474	VHL	DOID:263	Kidney cancer	COSMIC	53 samples	1
ENSP00000256474	VHL	DOID:305	Carcinoma	COSMIC	855 samples	2
ENSP00000256474	VHL	DOID:3953	Adrenal gland cancer	COSMIC	21 samples	0
ENSP00000256474	VHL	DOID:5672	Large intestine cancer	COSMIC	792 samples	2
ENSP00000256474	VHL	DOID:5719	Adrenal medulla cancer	COSMIC	21 samples	0
ENSP00000256495	BHLHE40	DOID:10124	Corneal disease	DistiLD	p-value = 2e-06	1
ENSP00000256495	BHLHE40	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000256497	EDEM1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000256509	CHL1	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 7e-09	2
ENSP00000256509	CHL1	DOID:0080010	Bone structure disease	DistiLD	p-value = 8e-07	1
ENSP00000256509	CHL1	DOID:10283	Prostate cancer	DistiLD	p-value = 3e-06	1
ENSP00000256509	CHL1	DOID:10652	Alzheimer's disease	DistiLD	p-value = 1e-05	0
ENSP00000256509	CHL1	DOID:114	Heart disease	DistiLD	p-value = 6e-06	0
ENSP00000256509	CHL1	DOID:1596	Mental depression	DistiLD	p-value = 2e-06	1
ENSP00000256509	CHL1	DOID:1612	Breast cancer	COSMIC	13 samples	0
ENSP00000256509	CHL1	DOID:1909	Melanoma	COSMIC	13 samples	0
ENSP00000256509	CHL1	DOID:2627	DOID:2627	COSMIC	12 samples	0
ENSP00000256509	CHL1	DOID:263	Kidney cancer	COSMIC	19 samples	0
ENSP00000256509	CHL1	DOID:305	Carcinoma	COSMIC	58 samples	1
ENSP00000256509	CHL1	DOID:4159	Skin cancer	COSMIC	12 samples	0
ENSP00000256593	GSTM5	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000256637	SORT1	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000256644	LAMTOR5	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000256646	NOTCH2	DOID:0060083	Immune system cancer	COSMIC	42 samples	1
ENSP00000256646	NOTCH2	DOID:10747	Lymphoid leukemia	COSMIC	42 samples	1
ENSP00000256646	NOTCH2	DOID:1324	Lung cancer	COSMIC	22 samples	0
ENSP00000256646	NOTCH2	DOID:1909	Melanoma	COSMIC	10 samples	0
ENSP00000256646	NOTCH2	DOID:263	Kidney cancer	COSMIC	25 samples	0
ENSP00000256646	NOTCH2	DOID:305	Carcinoma	COSMIC	101 samples	1
ENSP00000256646	NOTCH2	DOID:3571	Liver cancer	COSMIC	11 samples	0
ENSP00000256646	NOTCH2	DOID:4159	Skin cancer	COSMIC	15 samples	0
ENSP00000256649	TRIM45	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000256652	CD101	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000256658	AP4B1	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000256707	KIDINS220	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000256707	KIDINS220	DOID:305	Carcinoma	COSMIC	41 samples	1
ENSP00000256720	LPIN1	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000256720	LPIN1	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000256733	SAA2	DOID:1561	Cognitive disorder	DistiLD	p-value = 1e-06	1
ENSP00000256737	ANO3	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000256737	ANO3	DOID:305	Carcinoma	COSMIC	34 samples	1
ENSP00000256737	ANO3	DOID:9970	Obesity	DistiLD	p-value = 4e-06	1
ENSP00000256759	FST	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000256785	CFHR5	DOID:1909	Melanoma	COSMIC	15 samples	0
ENSP00000256785	CFHR5	DOID:263	Kidney cancer	COSMIC	11 samples	0
